Postcode,Suburb,State
2322,THORNTON,NSW
2625,THREDBO,NSW
2444,THRUMSTER,NSW
2594,THUDDUNGRA,NSW
2732,THULE,NSW
2447,THUMB CREEK,NSW
2640,THURGOONA,NSW
2731,THYRA,NSW
2622,TIANJARA,NSW
2422,TIBBUC,NSW
2880,TIBOOBURRA,NSW
2870,TICHBORNE,NSW
2850,TICHULAR,NSW
2297,TIGHES HILL,NSW
2546,TILBA TILBA,NSW
2350,TILBUSTER,NSW
2319,TILLIGERRY CREEK,NSW
2840,TILPA,NSW
2372,TIMBARRA,NSW
2551,TIMBILLICA,NSW
2340,TIMBUMBURI,NSW
2338,TIMOR,NSW
2835,TINDAREY,NSW
2620,TINDERRY,NSW
2369,TINGHA,NSW
2290,TINGIRA HEIGHTS,NSW
2430,TINONEE,NSW
2546,TINPOT,NSW
2478,TINTENBAR,NSW
2352,TINTINHULL,NSW
2428,TIONA,NSW
2429,TIPPERARY,NSW
2424,TIRI,NSW
2580,TIRRANNAVILLE,NSW
2422,TITAATEE CREEK,NSW
2421,TOCAL,NSW
2714,TOCUMWAL,NSW
2629,TOLBAR,NSW
2650,TOLLAND,NSW
2622,TOLWONG,NSW
2322,TOMAGO,NSW
2537,TOMAKIN,NSW
2337,TOMALLA,NSW
2633,TOMBONG,NSW
2622,TOMBOYE,NSW
2540,TOMERONG,NSW
2484,TOMEWIN,NSW
2869,TOMINGLEY,NSW
2470,TOMKI,NSW
2446,TOMS CREEK,NSW
2817,TONDERBURINE,NSW
2527,TONGARRA,NSW
2864,TOOGONG,NSW
2736,TOOLEYBUC,NSW
2534,TOOLIJOOA,NSW
2475,TOOLOOM,NSW
2829,TOOLOON,NSW
2642,TOOMA,NSW
2146,TOONGABBIE,NSW
2146,TOONGABBIE EAST,NSW
2830,TOONGI,NSW
2474,TOONUMBAR,NSW
2734,TOORANIE,NSW
2817,TOORAWEENAH,NSW
2452,TOORMINA,NSW
2440,TOOROOKA,NSW
2550,TOOTHDALE,NSW
2655,TOOTOOL,NSW
2261,TOOWOON BAY,NSW
2423,TOPI TOPI,NSW
2283,TORONTO,NSW
2371,TORRINGTON,NSW
2358,TORRYBURN,NSW
2421,TORRYBURN,NSW
2850,TOTNES VALLEY,NSW
2873,TOTTENHAM,NSW
2622,TOUGA,NSW
2263,TOUKLEY,NSW
2460,TOWALLUM,NSW
2550,TOWAMBA,NSW
2463,TOWNSEND,NSW
2518,TOWRADGI,NSW
2580,TOWRANG,NSW
2620,TRALEE,NSW
2823,TRANGIE,NSW
2480,TREGEAGLE,NSW
2770,TREGEAR,NSW
2460,TRENAYR,NSW
2738,TRENTHAM CLIFFS,NSW
2869,TREWILGA,NSW
2850,TRIAMBLE,NSW
2795,TRIANGLE FLAT,NSW
2875,TRUNDLE,NSW
2666,TRUNGLEY HALL,NSW
2795,TRUNKEY CREEK,NSW
2472,TRUSTUMS HILL,NSW
2365,TUBBAMURRA,NSW
2594,TUBBUL,NSW
2462,TUCABIA,NSW
2480,TUCKI TUCKI,NSW
2477,TUCKOMBIL,NSW
2480,TUCKURIMBA,NSW
2583,TUENA,NSW
2259,TUGGERAH,NSW
2259,TUGGERAWONG,NSW
2422,TUGRABAKH,NSW
2732,TULLAKOOL,NSW
2874,TULLAMORE,NSW
2540,TULLARWALLA,NSW
2480,TULLERA,NSW
2669,TULLIBIGEAL,NSW
2527,TULLIMBAR,NSW
2400,TULLOONA,NSW
2463,TULLYMORGAN,NSW
2653,TUMBARUMBA,NSW
2261,TUMBI UMBI,NSW
2729,TUMBLONG,NSW
2490,TUMBULGUM,NSW
2720,TUMORRAMA,NSW
2720,TUMUT,NSW
2720,TUMUT PLAINS,NSW
2480,TUNCESTER,NSW
2428,TUNCURRY,NSW
2469,TUNGLEBUNG,NSW
2480,TUNTABLE CREEK,NSW
2714,TUPPAL,NSW
2548,TURA BEACH,NSW
2850,TURILL,NSW
2537,TURLINJAH,NSW
2440,TURNERS FLAT,NSW
2795,TURONDALE,NSW
2630,TUROSS,NSW
2537,TUROSS HEAD,NSW
2074,TURRAMURRA,NSW
2390,TURRAWAN,NSW
2205,TURRELLA,NSW
2650,TURVEY PARK,NSW
2485,TWEED HEADS,NSW
2486,TWEED HEADS SOUTH,NSW
2485,TWEED HEADS WEST,NSW
2850,TWELVE MILE,NSW
2324,TWELVE MILE CREEK,NSW
2540,TWELVE MILE PEG,NSW
2795,TWENTY FORESTS,NSW
2410,TWIN RIVERS,NSW
2852,TWO MILE FLAT,NSW
2481,TYAGARAH,NSW
2484,TYALGUM,NSW
2484,TYALGUM CREEK,NSW
2484,TYGALGAH,NSW
2460,TYNDALE,NSW
2453,TYRINGHAM,NSW
2329,UARBRY,NSW
2484,UKI,NSW
2357,ULAMAMBRI,NSW
2850,ULAN,NSW
2539,ULLADULLA,NSW
2850,ULLAMALLA,NSW
2462,ULMARRA,NSW
2450,ULONG,NSW
2232,ULOOLA,NSW
2007,ULTIMO,NSW
2257,UMINA BEACH,NSW
2526,UNANDERRA,NSW
2420,UNDERBANK,NSW
4380,UNDERCLIFFE,NSW
2669,UNGARIE,NSW
1466,UNSW SYDNEY,NSW
2474,UNUMGAR,NSW
2311,UPPER ALLYN,NSW
2404,UPPER BINGARA,NSW
2483,UPPER BURRINGBAR,NSW
2849,UPPER BYLONG,NSW
2756,UPPER COLO,NSW
2482,UPPER COOPERS CREEK,NSW
2460,UPPER COPMANHURST,NSW
2456,UPPER CORINDI,NSW
2484,UPPER CRYSTAL CREEK,NSW
2336,UPPER DARTBROOK,NSW
2469,UPPER DUCK CREEK,NSW
2486,UPPER DUROBY,NSW
2474,UPPER EDEN CREEK,NSW
2460,UPPER FINE FLOWER,NSW
2849,UPPER GROWEE,NSW
2474,UPPER HORSESHOE CREEK,NSW
2347,UPPER HORTON,NSW
2577,UPPER KANGAROO RIVER,NSW
2577,UPPER KANGAROO VALLEY,NSW
2415,UPPER KARUAH RIVER,NSW
2430,UPPER LANSDOWNE,NSW
2775,UPPER MACDONALD,NSW
2482,UPPER MAIN ARM,NSW
2250,UPPER MANGROVE,NSW
2346,UPPER MANILLA,NSW
2470,UPPER MONGOGARIE,NSW
2423,UPPER MYALL,NSW
2849,UPPER NILE,NSW
2450,UPPER ORARA,NSW
2446,UPPER PAPPINBARRA,NSW
2441,UPPER ROLLANDS PLAINS,NSW
2336,UPPER ROUCHEL,NSW
2447,UPPER TAYLORS ARM,NSW
2475,UPPER TOOLOOM,NSW
2795,UPPER TURON,NSW
2482,UPPER WILSONS CREEK,NSW
2439,UPSALLS CREEK,NSW
2477,URALBA,NSW
2358,URALLA,NSW
2645,URANA,NSW
2656,URANGELINE,NSW
2656,URANGELINE EAST,NSW
2652,URANQUINTY,NSW
2829,URAWILKIE,NSW
2475,URBENVILLE,NSW
2611,URIARRA,NSW
2620,URILA,NSW
2484,URLIUP,NSW
2455,URUNGA,NSW
2447,UTUNGUN,NSW
2421,VACY,NSW
2790,VALE OF CLWYDD,NSW
2280,VALENTINE,NSW
2454,VALERY,NSW
2448,VALLA,NSW
2448,VALLA BEACH,NSW
2777,VALLEY HEIGHTS,NSW
2566,VARROVILLE,NSW
2030,VAUCLUSE,NSW
2440,VERGES CREEK,NSW
2550,VERONA,NSW
2163,VILLAWOOD,NSW
2540,VINCENTIA,NSW
2765,VINEYARD,NSW
2423,VIOLET HILL,NSW
2799,VITTORIA,NSW
2172,VOYAGER POINT,NSW
2259,WADALBA,NSW
2546,WADBILLIGA,NSW
2474,WADEVILLE,NSW
2650,WAGGA WAGGA,NSW
2650,WAGGA WAGGA BC,NSW
2651,WAGGA WAGGA RAAF,NSW
2257,WAGSTAFFE,NSW
2076,WAHROONGA,NSW
2077,WAITARA,NSW
2443,WAITUI,NSW
2278,WAKEFIELD,NSW
2176,WAKELEY,NSW
2710,WAKOOL,NSW
2795,WALANG,NSW
2642,WALBUNDRIE,NSW
2354,WALCHA,NSW
2354,WALCHA ROAD,NSW
2800,WALDEGRAVE,NSW
2832,WALGETT,NSW
2343,WALHALLOW,NSW
2659,WALLA WALLA,NSW
2343,WALLABADAH,NSW
2430,WALLABI POINT,NSW
2650,WALLACETOWN,NSW
2745,WALLACIA,NSW
2546,WALLAGA LAKE,NSW
2550,WALLAGOOT,NSW
2320,WALLALONG,NSW
2340,WALLAMORE,NSW
2422,WALLANBAH,NSW
2360,WALLANGRA,NSW
2675,WALLANTHERY,NSW
2259,WALLARAH,NSW
2420,WALLARINGA,NSW
2420,WALLAROBBA,NSW
2618,WALLAROO,NSW
2588,WALLENDBEEN,NSW
2845,WALLERAWANG,NSW
2665,WALLEROOBIE,NSW
2428,WALLINGAT,NSW
2428,WALLIS LAKE,NSW
2287,WALLSEND,NSW
2820,WALMER,NSW
2537,WAMBAN,NSW
2830,WAMBANGALANG,NSW
2260,WAMBERAL,NSW
2620,WAMBOIN,NSW
2795,WAMBOOL,NSW
2630,WAMBROOK,NSW
2840,WANAARING,NSW
2540,WANDANDIAN,NSW
2550,WANDELLA,NSW
2360,WANDERA,NSW
2710,WANDOOK,NSW
2365,WANDSWORTH,NSW
2423,WANG WAUK,NSW
2710,WANGANELLA,NSW
2482,WANGANUI,NSW
2267,WANGI WANGI,NSW
2650,WANTABADGERY,NSW
2644,WANTAGONG,NSW
2663,WANTIOOL,NSW
2550,WAPENGO,NSW
2304,WARABROOK,NSW
2298,WARATAH,NSW
2298,WARATAH WEST,NSW
2680,WARBURN,NSW
2477,WARDELL,NSW
2484,WARDROP VALLEY,NSW
2350,WARDS MISTAKE,NSW
2422,WARDS RIVER,NSW
2046,WAREEMBA,NSW
2402,WARIALDA,NSW
2402,WARIALDA RAIL,NSW
2528,WARILLA,NSW
2330,WARKWORTH,NSW
2282,WARNERS BAY,NSW
2259,WARNERVALE,NSW
2346,WARRABAH,NSW
2810,WARRADERRY,NSW
2460,WARRAGAI CREEK,NSW
2752,WARRAGAMBA,NSW
2710,WARRAGOON,NSW
2339,WARRAH,NSW
2339,WARRAH CREEK,NSW
2343,WARRAH RIDGE,NSW
2340,WARRAL,NSW
2423,WARRANULLA,NSW
2074,WARRAWEE,NSW
2680,WARRAWIDGEE,NSW
2502,WARRAWONG,NSW
2474,WARRAZAMBIL CREEK,NSW
2469,WARREGAH ISLAND,NSW
2447,WARRELL CREEK,NSW
2824,WARREN,NSW
2622,WARRI,NSW
2102,WARRIEWOOD,NSW
2102,WARRIEWOOD SHOPPING SQUARE,NSW
2774,WARRIMOO,NSW
2100,WARRINGAH MALL,NSW
2429,WARRIWILLAH,NSW
2871,WARROO,NSW
2828,WARRUMBUNGLE,NSW
2232,WARUMBUL,NSW
2170,WARWICK FARM,NSW
2425,WASHPOOL,NSW
2460,WASHPOOL,NSW
2325,WATAGAN,NSW
2259,WATANOBBI,NSW
2233,WATERFALL,NSW
2017,WATERLOO,NSW
2017,WATERLOO DC,NSW
2540,WATERSLEIGH,NSW
2460,WATERVIEW,NSW
2460,WATERVIEW HEIGHTS,NSW
2030,WATSONS BAY,NSW
2355,WATSONS CREEK,NSW
2232,WATTAMOLLA,NSW
2535,WATTAMOLLA,NSW
2794,WATTAMONDARA,NSW
2795,WATTLE FLAT,NSW
2173,WATTLE GROVE,NSW
2330,WATTLE PONDS,NSW
2575,WATTLE RIDGE,NSW
2795,WATTON,NSW
2446,WAUCHOPE,NSW
2711,WAUGORAH,NSW
2422,WAUKIVORY,NSW
2024,WAVERLEY,NSW
2337,WAVERLY,NSW
2060,WAVERTON,NSW
2447,WAY WAY,NSW
2580,WAYO,NSW
2340,WEABONGA,NSW
2382,WEAN,NSW
2421,WEBBERS CREEK,NSW
2775,WEBBS CREEK,NSW
2560,WEDDERBURN,NSW
2582,WEE JASPER,NSW
2388,WEE WAA,NSW
2594,WEEDALLION,NSW
2406,WEEMELAH,NSW
2395,WEETALIBA,NSW
2669,WEETHALLE,NSW
2839,WEILMORINGLE,NSW
2415,WEISMANTELS,NSW
2642,WELAREGANG,NSW
2575,WELBY,NSW
2370,WELLINGROVE,NSW
2820,WELLINGTON,NSW
2371,WELLINGTON VALE,NSW
2460,WELLS CROSSING,NSW
2250,WENDOREE PARK,NSW
2648,WENTWORTH,NSW
2782,WENTWORTH FALLS,NSW
2127,WENTWORTH POINT,NSW
2145,WENTWORTHVILLE,NSW
2577,WERAI,NSW
2720,WEREBOLDERA,NSW
2720,WERMATONG,NSW
2570,WEROMBI,NSW
2534,WERRI BEACH,NSW
2446,WERRIKIMBE,NSW
2747,WERRINGTON,NSW
2747,WERRINGTON COUNTY,NSW
2747,WERRINGTON DOWNS,NSW
2341,WERRIS CREEK,NSW
2640,WEST ALBURY,NSW
2350,WEST ARMIDALE,NSW
2478,WEST BALLINA,NSW
2795,WEST BATHURST,NSW
2471,WEST BUNGAWALBIN,NSW
1515,WEST CHATSWOOD,NSW
2471,WEST CORAKI,NSW
2250,WEST GOSFORD,NSW
2443,WEST HAVEN,NSW
2171,WEST HOXTON,NSW
2440,WEST KEMPSEY,NSW
2541,WEST NOWRA,NSW
2125,WEST PENNANT HILLS,NSW
2073,WEST PYMBLE,NSW
1685,WEST RYDE,NSW
2114,WEST RYDE,NSW
2340,WEST TAMWORTH,NSW
2286,WEST WALLSEND,NSW
2474,WEST WIANGAREE,NSW
2500,WEST WOLLONGONG,NSW
2671,WEST WYALONG,NSW
2330,WESTBROOK,NSW
2340,WESTDALE,NSW
2653,WESTDALE,NSW
2048,WESTGATE,NSW
2120,WESTLEIGH,NSW
2145,WESTMEAD,NSW
2326,WESTON,NSW
2729,WESTWOOD,NSW
1851,WETHERILL PARK,NSW
2164,WETHERILL PARK,NSW
2164,WETHERILL PARK BC,NSW
2734,WETUPPA,NSW
2770,WHALAN,NSW
2107,WHALE BEACH,NSW
2097,WHEELER HEIGHTS,NSW
2758,WHEENY CREEK,NSW
2583,WHEEO,NSW
2429,WHERROL FLAT,NSW
2480,WHIAN WHIAN,NSW
2469,WHIPORIE,NSW
2836,WHITE CLIFFS,NSW
2795,WHITE ROCK,NSW
2290,WHITEBRIDGE,NSW
2460,WHITEMAN CREEK,NSW
2404,WHITLOW,NSW
2330,WHITTINGHAM,NSW
2705,WHITTON,NSW
2428,WHOOTA,NSW
2795,WIAGDON,NSW
2474,WIANGAREE,NSW
2580,WIARBOROUGH,NSW
2293,WICKHAM,NSW
2328,WIDDEN,NSW
2680,WIDGELLI,NSW
2756,WILBERFORCE,NSW
2850,WILBETREE,NSW
2836,WILCANNIA,NSW
2453,WILD CATTLE CREEK,NSW
2577,WILDES MEADOW,NSW
2195,WILEY PARK,NSW
2382,WILLALA,NSW
2440,WILLAWARRIN,NSW
2680,WILLBRIGGIE,NSW
2440,WILLI WILLI,NSW
2620,WILLIAMSDALE,NSW
2318,WILLIAMTOWN,NSW
2653,WILLIGOBUNG,NSW
2423,WILLINA,NSW
2770,WILLMOT,NSW
2068,WILLOUGHBY,NSW
2068,WILLOUGHBY EAST,NSW
2068,WILLOUGHBY NORTH,NSW
2339,WILLOW TREE,NSW
2534,WILLOW VALE,NSW
2575,WILLOW VALE,NSW
2372,WILLSONS DOWNFALL,NSW
2710,WILLURAH,NSW
2850,WILPINJONG,NSW
2482,WILSONS CREEK,NSW
2624,WILSONS VALLEY,NSW
2571,WILTON,NSW
2795,WIMBLEDON,NSW
2346,WIMBORNE,NSW
2795,WINBURNDALE,NSW
2306,WINDALE,NSW
2528,WINDANG,NSW
2320,WINDELLA,NSW
2580,WINDELLAMA,NSW
2800,WINDERA,NSW
2321,WINDERMERE,NSW
2264,WINDERMERE PARK,NSW
2850,WINDEYER,NSW
2720,WINDOWIE,NSW
2795,WINDRADYNE,NSW
2756,WINDSOR,NSW
2756,WINDSOR DOWNS,NSW
2343,WINDY,NSW
2460,WINEGROVE,NSW
2829,WINGADEE,NSW
2579,WINGELLO,NSW
2337,WINGEN,NSW
2429,WINGHAM,NSW
2631,WINIFRED,NSW
2777,WINMALEE,NSW
2153,WINSTON HILLS,NSW
2344,WINTON,NSW
2640,WIRLINGA,NSW
2849,WIRRABA,NSW
2420,WIRRAGULLA,NSW
2803,WIRRIMAH,NSW
2447,WIRRIMBI,NSW
2871,WIRRINYA,NSW
2795,WISEMANS CREEK,NSW
2775,WISEMANS FERRY,NSW
2440,WITTITRIN,NSW
2550,WOG WOG,NSW
2622,WOG WOG,NSW
2422,WOKO,NSW
2790,WOLGAN VALLEY,NSW
2790,WOLLANGAMBE,NSW
2850,WOLLAR,NSW
2330,WOLLEMI,NSW
2205,WOLLI CREEK,NSW
2581,WOLLOGORANG,NSW
2325,WOLLOMBI,NSW
2350,WOLLOMOMBI,NSW
2477,WOLLONGBAR,NSW
2500,WOLLONGONG,NSW
2520,WOLLONGONG,NSW
2500,WOLLONGONG DC,NSW
2500,WOLLONGONG WEST,NSW
2065,WOLLSTONECRAFT,NSW
2540,WOLLUMBOOLA,NSW
2354,WOLLUN,NSW
2550,WOLUMLA,NSW
2515,WOMBARRA,NSW
2587,WOMBAT,NSW
2460,WOMBAT CREEK,NSW
2580,WOMBEYAN CAVES,NSW
2731,WOMBOOTA,NSW
2756,WOMERAH,NSW
2551,WONBOYN,NSW
2551,WONBOYN LAKE,NSW
2551,WONBOYN NORTH,NSW
2256,WONDABYNE,NSW
2729,WONDALGA,NSW
2831,WONGARBON,NSW
2530,WONGAWILLI,NSW
2346,WONGO CREEK,NSW
2350,WONGWIBINDA,NSW
2322,WOODBERRY,NSW
2560,WOODBINE,NSW
2472,WOODBURN,NSW
2538,WOODBURN,NSW
2767,WOODCROFT,NSW
2476,WOODENBONG,NSW
2778,WOODFORD,NSW
2463,WOODFORD ISLAND,NSW
2535,WOODHILL,NSW
2580,WOODHOUSELEE,NSW
2536,WOODLANDS,NSW
2575,WOODLANDS,NSW
2480,WOODLAWN,NSW
2164,WOODPARK,NSW
2284,WOODRISING,NSW
2372,WOODSIDE,NSW
2347,WOODSREEF,NSW
2360,WOODSTOCK,NSW
2538,WOODSTOCK,NSW
2793,WOODSTOCK,NSW
2470,WOODVIEW,NSW
2321,WOODVILLE,NSW
2466,WOODY HEAD,NSW
2354,WOOLBROOK,NSW
2582,WOOLGARLO,NSW
2456,WOOLGOOLGA,NSW
2462,WOOLI,NSW
1350,WOOLLAHRA,NSW
2025,WOOLLAHRA,NSW
2540,WOOLLAMIA,NSW
2011,WOOLLOOMOOLOO,NSW
2470,WOOLNERS ARM,NSW
2340,WOOLOMIN,NSW
2337,WOOLOOMA,NSW
2230,WOOLOOWARE,NSW
2464,WOOLOWEYAH,NSW
2110,WOOLWICH,NSW
2644,WOOMARGAMA,NSW
2469,WOOMBAH,NSW
2259,WOONGARRAH,NSW
2517,WOONONA,NSW
2517,WOONONA EAST,NSW
2423,WOOTTON,NSW
2483,WOOYUNG,NSW
2002,WORLD SQUARE,NSW
2850,WORLDS END,NSW
2232,WORONORA,NSW
2508,WORONORA DAM,NSW
2233,WORONORA HEIGHTS,NSW
2540,WORRIGEE,NSW
2540,WORROWING HEIGHTS,NSW
2256,WOY WOY,NSW
2256,WOY WOY BAY,NSW
2642,WRATHALL,NSW
2540,WRIGHTS BEACH,NSW
2775,WRIGHTS CREEK,NSW
2820,WUULUMAN,NSW
2671,WYALONG,NSW
2469,WYAN,NSW
2622,WYANBENE,NSW
2808,WYANGALA,NSW
2720,WYANGLE,NSW
2333,WYBONG,NSW
2259,WYBUNG,NSW
2259,WYEE,NSW
2259,WYEE POINT,NSW
2372,WYLIE CREEK,NSW
2330,WYLIES FLAT,NSW
2640,WYMAH,NSW
2550,WYNDHAM,NSW
2474,WYNEDEN,NSW
2250,WYOMING,NSW
2259,WYONG,NSW
2259,WYONG CREEK,NSW
2259,WYONGAH,NSW
2480,WYRALLAH,NSW
2469,YABBRA,NSW
2539,YADBORO,NSW
2423,YAGON,NSW
2199,YAGOONA,NSW
2580,YALBRAITH,NSW
2530,YALLAH,NSW
2408,YALLAROI,NSW
2540,YALWAL,NSW
2464,YAMBA,NSW
2550,YAMBULLA,NSW
2703,YANCO,NSW
2574,YANDERRA,NSW
2711,YANGA,NSW
2550,YANKEES CREEK,NSW
2343,YANNERGEE,NSW
2840,YANTABULLA,NSW
2629,YAOUK,NSW
2644,YARARA,NSW
2580,YARRA,NSW
2875,YARRABANDAI,NSW
2850,YARRABIN,NSW
2820,YARRAGAL,NSW
2842,YARRAGRIN,NSW
2650,YARRAGUNDRY,NSW
2441,YARRAHAPINNI,NSW
2259,YARRAMALONG,NSW
2343,YARRAMAN,NSW
2753,YARRAMUNDI,NSW
2447,YARRANBELLA,NSW
2720,YARRANGOBILLY,NSW
2446,YARRAS,NSW
2795,YARRAS,NSW
2429,YARRATT FOREST,NSW
2440,YARRAVEL,NSW
2328,YARRAWA,NSW
2233,YARRAWARRAH,NSW
2850,YARRAWONGA,NSW
2264,YARRAWONGA PARK,NSW
2388,YARRIE LAKE,NSW
2620,YARROW,NSW
2370,YARROWFORD,NSW
2354,YARROWITCH,NSW
2358,YARROWYCK,NSW
2582,YASS,NSW
2582,YASS RIVER,NSW
2650,YATHELLA,NSW
2251,YATTALUNGA,NSW
2539,YATTE YATTAH,NSW
2729,YAVEN CREEK,NSW
2483,YELGUN,NSW
2371,YELLOW DAM,NSW
2548,YELLOW PINCH,NSW
2777,YELLOW ROCK,NSW
2527,YELLOW ROCK RIDGE,NSW
2232,YENABILLI,NSW
2681,YENDA,NSW
2325,YENGO,NSW
2161,YENNORA,NSW
2868,YEOVAL,NSW
2642,YERONG CREEK,NSW
2787,YERRANDERIE,NSW
2575,YERRINBOOL,NSW
2540,YERRIYONG,NSW
2440,YESSABAH,NSW
2795,YETHOLME,NSW
2410,YETMAN,NSW
2446,YIPPIN CREEK,NSW
2680,YOOGALI,NSW
2470,YORKLEA,NSW
2594,YOUNG,NSW
2228,YOWIE BAY,NSW
2550,YOWRIE,NSW
2867,YULLUNDRY,NSW
2464,YURAYGIR,NSW
2484,ZARA,NSW
2017,ZETLAND,NSW
0822,ACACIA HILLS,NT
0846,ADELAIDE RIVER,NT
0810,ALAWA,NT
0872,ALI CURUNG,NT
0870,ALICE SPRINGS,NT
0871,ALICE SPRINGS,NT
0872,ALICE SPRINGS,NT
4825,ALPURRURULAM,NT
0885,ALYANGULA,NT
0852,AMANBIDJI,NT
0873,AMOONGUNA,NT
0872,AMPILATWATJA,NT
0872,ANATYE,NT
0822,ANGURUGU,NT
0822,ANINDILYAKWA,NT
0872,ANMATJERE,NT
0812,ANULA,NT
0870,ARALUEN,NT
0830,ARCHER,NT
0872,AREYONGA,NT
0852,ARNOLD,NT
0873,ARUMBERA,NT
0872,ATITJERE,NT
0852,BAINES,NT
0832,BAKEWELL,NT
0872,BARROW CREEK,NT
0852,BARUNGA,NT
0845,BATCHELOR,NT
0822,BATHURST ISLAND,NT
0820,BAYVIEW,NT
0822,BEES CREEK,NT
0832,BELLAMACK,NT
0822,BELYUEN,NT
0828,BERRIMAH,NT
0838,BERRY SPRINGS,NT
0852,BESWICK CREEK,NT
0852,BINJARI,NT
0852,BIRDUM,NT
0822,BLACK JUNGLE,NT
0822,BLACKMORE,NT
0854,BORROLOOLA,NT
0852,BRADSHAW,NT
0870,BRAITLING,NT
0810,BRINKIN,NT
0852,BUCHANAN,NT
0812,BUFFALO CREEK,NT
0852,BULMAN WEEMOL,NT
0822,BURRUNDIE,NT
0872,BURT PLAIN,NT
0822,BYNOE,NT
0822,BYNOE HARBOUR,NT
0862,CALVERT,NT
0822,CAMP CREEK,NT
0872,CANTEEN CREEK,NT
0810,CASUARINA,NT
0811,CASUARINA,NT
0822,CHANNEL ISLAND,NT
0820,CHARLES DARWIN,NT
0822,CHARLES DARWIN,NT
0815,CHARLES DARWIN UNIVERSITY,NT
0822,CHARLOTTE,NT
0872,CHILLA WELL,NT
0870,CICCONE,NT
0822,CLARAVALE,NT
0822,COBOURG,NT
0810,COCONUT GROVE,NT
0822,COLLETT CREEK,NT
0873,CONNELLAN,NT
0839,COOLALINGA,NT
0822,COOMALIE CREEK,NT
0820,COONAWARRA,NT
0850,COSSACK,NT
0872,COSTELLO,NT
0822,COX PENINSULA,NT
0852,CRESWELL,NT
0852,DAGURAGU,NT
0822,DALY,NT
0822,DALY RIVER,NT
0852,DALY WATERS,NT
0801,DARWIN,NT
0800,DARWIN CITY,NT
0820,DARWIN DC,NT
0841,DARWIN RIVER,NT
0822,DARWIN RIVER DAM,NT
0872,DAVENPORT,NT
0852,DELAMERE,NT
0870,DESERT SPRINGS,NT
0822,DOUGLAS-DALY,NT
0830,DRIVER,NT
0840,DUNDEE BEACH,NT
0840,DUNDEE DOWNS,NT
0840,DUNDEE FOREST,NT
0830,DURACK,NT
0822,EAST ARM,NT
0822,EAST ARNHEM,NT
0820,EAST POINT,NT
0870,EAST SIDE,NT
0820,EATON,NT
0852,EDITH,NT
0862,ELLIOTT,NT
0822,ELRUNDIE,NT
0852,ELSEY,NT
0850,EMUNGALAN,NT
0872,ENGAWALA,NT
0822,EVA VALLEY,NT
0820,FANNIE BAY,NT
0830,FARRAR,NT
0872,FINKE,NT
0822,FINNISS VALLEY,NT
0822,FLEMING,NT
0852,FLORINA,NT
0822,FLY CREEK,NT
0852,FLYING FOX,NT
0875,FLYNN,NT
0822,FREDS PASS,NT
0822,GALIWINKU,NT
0880,GAPUWIYAK,NT
0872,GHAN,NT
0870,GILLEN,NT
0836,GIRRAWEEN,NT
0822,GLYDE POINT,NT
0822,GOULBURN ISLAND,NT
0830,GRAY,NT
0852,GREGORY,NT
0852,GULUNG MARDRULK,NT
0822,GUNBALANYA,NT
0832,GUNN,NT
0822,GUNN POINT,NT
0880,GUNYANGARA,NT
0852,GURINDJI,NT
0872,HAASTS BLUFF,NT
0872,HALE,NT
0872,HART,NT
0873,HEAVITREE GAP CPA,NT
0852,HELEN SPRINGS STATION,NT
0836,HERBERT,NT
0872,HERMANNSBURG,NT
0822,HIDDEN VALLEY,NT
0812,HOLMES,NT
0829,HOLTZE,NT
0822,HOTHAM,NT
0835,HOWARD SPRINGS,NT
0872,HUGH,NT
0822,HUGHES,NT
0836,HUMPTY DOO,NT
0873,ILPARPA,NT
0872,IMANPA,NT
0872,ININTI STORE,NT
0874,IRLPME,NT
0886,JABIRU,NT
0852,JILKMINGGAN,NT
0810,JINGILI,NT
0832,JOHNSTON,NT
0822,KAKADU,NT
0852,KALKARINDJI,NT
0872,KALTUKATJARA,NT
0812,KARAMA,NT
0813,KARAMA,NT
0850,KATHERINE,NT
0851,KATHERINE,NT
0852,KATHERINE,NT
0850,KATHERINE EAST,NT
0850,KATHERINE SOUTH,NT
0873,KILGARIFF,NT
0872,KINTORE,NT
0828,KNUCKEY LAGOON,NT
0822,KOOLPINYAH,NT
0872,KULGERA,NT
0872,KUNPARRKA,NT
0852,LAJAMANU,NT
0822,LAKE BENNETT,NT
0872,LAKE MACKAY,NT
0822,LAMBELLS LAGOON,NT
0850,LANSDOWNE,NT
0872,LARAMBA,NT
0875,LARAPINTA,NT
0820,LARRAKEYAH,NT
0852,LARRIMAH,NT
0812,LEANYER,NT
0810,LEE POINT,NT
0852,LIMMEN,NT
0822,LITCHFIELD PARK,NT
0822,LIVINGSTONE,NT
0822,LLOYD CREEK,NT
0820,LUDMILLA,NT
0810,LYONS,NT
0872,MACDONNELL RANGE,NT
0812,MALAK,NT
0852,MANBULLOO,NT
0822,MANDORAH,NT
0822,MANINGRIDA,NT
0837,MANTON,NT
0822,MAPURU,NT
0852,MARANBOY,NT
0822,MARANUNGA,NT
0822,MARGARET RIVER,NT
0830,MARLOW LAGOON,NT
0822,MARRAKAI,NT
0812,MARRARA,NT
0852,MATARANKA,NT
0852,MCARTHUR,NT
0822,MCMINNS LAGOON,NT
0872,MEREENIE,NT
0822,MICKET CREEK,NT
0822,MIDDLE POINT,NT
