postcode,suburb,state,category
5730,MOORILLAH,SA,Delivery Area
5301,MOORLANDS,SA,Delivery Area
5332,MOOROOK,SA,Delivery Area
5332,MOOROOK SOUTH,SA,Delivery Area
5355,MOPPA,SA,Delivery Area
5431,MORCHARD,SA,Delivery Area
5320,MORGAN,SA,Delivery Area
5371,MORN HILL,SA,Delivery Area
5162,MORPHETT VALE,SA,Delivery Area
5320,MORPHETTS FLAT,SA,Delivery Area
5043,MORPHETTVILLE,SA,Delivery Area
5671,MORTANA,SA,Delivery Area
5641,MOSELEY,SA,Delivery Area
5214,MOSQUITO HILL,SA,Delivery Area
5730,MOTPENA,SA,Delivery Area
5713,MOUNT ARDEN,SA,Delivery Area
5251,MOUNT BARKER,SA,Delivery Area
5251,MOUNT BARKER JUNCTION,SA,Delivery Area
5251,MOUNT BARKER SPRINGS,SA,Delivery Area
5251,MOUNT BARKER SUMMIT,SA,Delivery Area
5723,MOUNT BARRY,SA,Delivery Area
5275,MOUNT BENSON,SA,Delivery Area
5418,MOUNT BRYAN,SA,Delivery Area
5419,MOUNT BRYAN EAST,SA,Delivery Area
5279,MOUNT BURR,SA,Delivery Area
5267,MOUNT CHARLES,SA,Delivery Area
5723,MOUNT CLARENCE STATION,SA,Delivery Area
5210,MOUNT COMPASS,SA,Delivery Area
5671,MOUNT COOPER,SA,Delivery Area
5351,MOUNT CRAWFORD,SA,Delivery Area
5654,MOUNT DAMPER,SA,Delivery Area
5607,MOUNT DRUMMOND,SA,Delivery Area
5607,MOUNT DUTTON BAY,SA,Delivery Area
5720,MOUNT EBA,SA,Delivery Area
5730,MOUNT FALKLAND,SA,Delivery Area
5731,MOUNT FREELING,SA,Delivery Area
5290,MOUNT GAMBIER,SA,Delivery Area
5291,MOUNT GAMBIER,SA,Delivery Area
5291,MOUNT GAMBIER EAST,SA,Delivery Area
5291,MOUNT GAMBIER WEST,SA,Delivery Area
5155,MOUNT GEORGE,SA,Delivery Area
5434,MOUNT HAVELOCK,SA,Delivery Area
5607,MOUNT HOPE,SA,Delivery Area
5717,MOUNT IVE,SA,Delivery Area
5211,MOUNT JAGGED,SA,Delivery Area
5670,MOUNT JOY,SA,Delivery Area
5271,MOUNT LIGHT,SA,Delivery Area
5731,MOUNT LYNDHURST,SA,Delivery Area
5210,MOUNT MAGNIFICENT,SA,Delivery Area
5374,MOUNT MARY,SA,Delivery Area
5279,MOUNT MCINTYRE,SA,Delivery Area
5353,MOUNT MCKENZIE,SA,Delivery Area
5255,MOUNT OBSERVATION,SA,Delivery Area
5064,MOUNT OSMOND,SA,Delivery Area
5235,MOUNT PLEASANT,SA,Delivery Area
5734,MOUNT SARAH,SA,Delivery Area
5291,MOUNT SCHANK,SA,Delivery Area
5732,MOUNT SERLE,SA,Delivery Area
5461,MOUNT TEMPLETON,SA,Delivery Area
5244,MOUNT TORRENS,SA,Delivery Area
5440,MOUNT VICTOR STATION,SA,Delivery Area
5720,MOUNT VIVIAN,SA,Delivery Area
5670,MOUNT WEDGE,SA,Delivery Area
5723,MOUNT WILLOUGHBY,SA,Delivery Area
5271,MOYHALL,SA,Delivery Area
5680,MUDAMUCKLA,SA,Delivery Area
5732,MULGA VIEW,SA,Delivery Area
5731,MULGARIA,SA,Delivery Area
5719,MULGATHING,SA,Delivery Area
5255,MULGUNDAWA,SA,Delivery Area
5733,MULKA,SA,Delivery Area
5608,MULLAQUANA,SA,Delivery Area
5733,MULOORINA,SA,Delivery Area
5440,MULYUNGARIE,SA,Delivery Area
5700,MUNDALLIO,SA,Delivery Area
5440,MUNDI MUNDI,SA,Delivery Area
5340,MUNDIC CREEK,SA,Delivery Area
5214,MUNDOO ISLAND,SA,Delivery Area
5555,MUNDOORA,SA,Delivery Area
5733,MUNDOWDNA,SA,Delivery Area
5270,MUNDULLA,SA,Delivery Area
5270,MUNDULLA WEST,SA,Delivery Area
5733,MUNGERANIE,SA,Delivery Area
5115,MUNNO PARA,SA,Delivery Area
5115,MUNNO PARA DOWNS,SA,Delivery Area
5115,MUNNO PARA WEST,SA,Delivery Area
5320,MURBKO,SA,Delivery Area
5607,MURDINGA,SA,Delivery Area
5642,MURLONG,SA,Delivery Area
5609,MURNINNIE BEACH,SA,Delivery Area
5731,MURNPEOWIE,SA,Delivery Area
0872,MURPUTJA,SA,Delivery Area
5253,MURRAWONG,SA,Delivery Area
5253,MURRAY BRIDGE,SA,Delivery Area
5254,MURRAY BRIDGE,SA,Delivery Area
5253,MURRAY BRIDGE EAST,SA,Delivery Area
5253,MURRAY BRIDGE NORTH,SA,Delivery Area
5253,MURRAY BRIDGE SOUTH,SA,Delivery Area
5481,MURRAY TOWN,SA,Delivery Area
5340,MURTHO,SA,Delivery Area
5221,MUSTON,SA,Delivery Area
5440,MUTOOROO,SA,Delivery Area
5153,MYLOR,SA,Delivery Area
5611,MYOLA STATION,SA,Delivery Area
5254,MYPOLONGA,SA,Delivery Area
5202,MYPONGA,SA,Delivery Area
5202,MYPONGA BEACH,SA,Delivery Area
5064,MYRTLE BANK,SA,Delivery Area
5731,MYRTLE SPRINGS,SA,Delivery Area
5440,NACKARA,SA,Delivery Area
5690,NADIA,SA,Delivery Area
5354,NAIDIA,SA,Delivery Area
5083,NAILSWORTH,SA,Delivery Area
5360,NAIN,SA,Delivery Area
5252,NAIRNE,SA,Delivery Area
5255,NALPA,SA,Delivery Area
5558,NALYAPPA,SA,Delivery Area
5690,NANBONA,SA,Delivery Area
5210,NANGKITA,SA,Delivery Area
5277,NANGWARRY,SA,Delivery Area
5550,NANTAWARRA,SA,Delivery Area
5540,NAPPERBY,SA,Delivery Area
5271,NARACOORTE,SA,Delivery Area
5655,NARLABY,SA,Delivery Area
5523,NARRIDY,SA,Delivery Area
5730,NARRINA,SA,Delivery Area
5259,NARRUNG,SA,Delivery Area
5259,NATURI,SA,Delivery Area
5374,NEALES FLAT,SA,Delivery Area
5495,NECTAR BROOK,SA,Delivery Area
5540,NELSHABY,SA,Delivery Area
5291,NENE VALLEY,SA,Delivery Area
5732,NEPABUNNA,SA,Delivery Area
5223,NEPEAN BAY,SA,Delivery Area
5062,NETHERBY,SA,Delivery Area
5301,NETHERTON,SA,Delivery Area
5037,NETLEY,SA,Delivery Area
5440,NETLEY GAP,SA,Delivery Area
5015,NEW PORT,SA,Delivery Area
5333,NEW RESIDENCE,SA,Delivery Area
5554,NEW TOWN,SA,Delivery Area
5357,NEW WELL,SA,Delivery Area
5223,NEWLAND,SA,Delivery Area
5074,NEWTON,SA,Delivery Area
5374,NGAPALA,SA,Delivery Area
5302,NGARKAT,SA,Delivery Area
5238,NILDOTTIE,SA,Delivery Area
5730,NILPENA,SA,Delivery Area
5723,NILPINNA STATION,SA,Delivery Area
5560,NINNES,SA,Delivery Area
5168,NOARLUNGA CENTRE,SA,Delivery Area
5168,NOARLUNGA DOWNS,SA,Delivery Area
5717,NONNING,SA,Delivery Area
5276,NORA CREINA,SA,Delivery Area
5204,NORMANVILLE,SA,Delivery Area
5006,NORTH ADELAIDE,SA,Delivery Area
5006,NORTH ADELAIDE MELBOURNE ST,SA,Delivery Area
5556,NORTH BEACH,SA,Delivery Area
5417,NORTH BOOBOROWIE,SA,Delivery Area
5048,NORTH BRIGHTON,SA,Delivery Area
5223,NORTH CAPE,SA,Delivery Area
5018,NORTH HAVEN,SA,Delivery Area
5431,NORTH HILLS,SA,Delivery Area
5732,NORTH MOOLOOLOO,SA,Delivery Area
5558,NORTH MOONTA,SA,Delivery Area
5037,NORTH PLYMPTON,SA,Delivery Area
5607,NORTH SHIELDS,SA,Delivery Area
5320,NORTH WEST BEND,SA,Delivery Area
5558,NORTH YELTA,SA,Delivery Area
5253,NORTHERN HEIGHTS,SA,Delivery Area
5085,NORTHFIELD,SA,Delivery Area
5085,NORTHGATE,SA,Delivery Area
5136,NORTON SUMMIT,SA,Delivery Area
5067,NORWOOD,SA,Delivery Area
5067,NORWOOD SOUTH,SA,Delivery Area
5357,NOTTS WELL,SA,Delivery Area
5040,NOVAR GARDENS,SA,Delivery Area
5690,NULLARBOR,SA,Delivery Area
5680,NUNJIKOMPITA,SA,Delivery Area
5355,NURIOOTPA,SA,Delivery Area
5523,NUROM,SA,Delivery Area
5256,NURRAGI,SA,Delivery Area
0872,NYAPARI,SA,Delivery Area
5690,OAK VALLEY,SA,Delivery Area
5243,OAKBANK,SA,Delivery Area
5086,OAKDEN,SA,Delivery Area
5713,OAKDEN HILLS,SA,Delivery Area
5046,OAKLANDS PARK,SA,Delivery Area
5417,OAKVALE STATION,SA,Delivery Area
5291,OB FLAT,SA,Delivery Area
5440,OLARY,SA,Delivery Area
5341,OLD CALPERUM,SA,Delivery Area
5417,OLD KOOMOOLOO,SA,Delivery Area
5168,OLD NOARLUNGA,SA,Delivery Area
5161,OLD REYNELLA,SA,Delivery Area
5238,OLD TEAL FLAT,SA,Delivery Area
5725,OLYMPIC DAM,SA,Delivery Area
5114,ONE TREE HILL,SA,Delivery Area
5163,ONKAPARINGA HEIGHTS,SA,Delivery Area
5163,ONKAPARINGA HILLS,SA,Delivery Area
5422,OODLA WIRRA,SA,Delivery Area
5734,OODNADATTA,SA,Delivery Area
5730,ORATUNGA STATION,SA,Delivery Area
5431,ORROROO,SA,Delivery Area
5017,OSBORNE,SA,Delivery Area
5013,OTTOWAY,SA,Delivery Area
5440,OULNINA,SA,Delivery Area
5440,OULNINA PARK,SA,Delivery Area
5440,OUTALPA,SA,Delivery Area
5018,OUTER HARBOR,SA,Delivery Area
5330,OVERLAND CORNER,SA,Delivery Area
5082,OVINGHAM,SA,Delivery Area
5460,OWEN,SA,Delivery Area
5271,PADTHAWAY,SA,Delivery Area
5245,PAECHTOWN,SA,Delivery Area
5172,PAGES FLAT,SA,Delivery Area
5357,PAISLEY,SA,Delivery Area
5670,PALKAGEE,SA,Delivery Area
5254,PALLAMANA,SA,Delivery Area
5237,PALMER,SA,Delivery Area
5733,PANDIE PANDIE,SA,Delivery Area
5715,PANDURRA,SA,Delivery Area
5652,PANEY,SA,Delivery Area
5641,PANITYA,SA,Delivery Area
5041,PANORAMA,SA,Delivery Area
5096,PARA HILLS,SA,Delivery Area
5096,PARA HILLS WEST,SA,Delivery Area
5093,PARA VISTA,SA,Delivery Area
5730,PARACHILNA,SA,Delivery Area
5132,PARACOMBE,SA,Delivery Area
5075,PARADISE,SA,Delivery Area
5106,PARAFIELD,SA,Delivery Area
5107,PARAFIELD GARDENS,SA,Delivery Area
5720,PARAKYLIA,SA,Delivery Area
5108,PARALOWIE,SA,Delivery Area
5558,PARAMATTA,SA,Delivery Area
5422,PARATOO,SA,Delivery Area
5203,PARAWA,SA,Delivery Area
5417,PARCOOLA,SA,Delivery Area
5501,PARHAM,SA,Delivery Area
5303,PARILLA,SA,Delivery Area
5340,PARINGA,SA,Delivery Area
5201,PARIS CREEK,SA,Delivery Area
5043,PARK HOLME,SA,Delivery Area
5063,PARKSIDE,SA,Delivery Area
5422,PARNAROO,SA,Delivery Area
5220,PARNDANA,SA,Delivery Area
5301,PARRAKIE,SA,Delivery Area
5575,PARSONS BEACH,SA,Delivery Area
5311,PARUNA,SA,Delivery Area
5042,PASADENA,SA,Delivery Area
5552,PASKEVILLE,SA,Delivery Area
5333,PATA,SA,Delivery Area
5070,PAYNEHAM,SA,Delivery Area
5070,PAYNEHAM SOUTH,SA,Delivery Area
5301,PEAKE,SA,Delivery Area
5607,PEARLAH,SA,Delivery Area
5304,PEEBINGA,SA,Delivery Area
5374,PEEP HILL,SA,Delivery Area
5431,PEKINA,SA,Delivery Area
5222,PELICAN LAGOON,SA,Delivery Area
5291,PELICAN POINT,SA,Delivery Area
5238,PELLARING FLAT,SA,Delivery Area
5121,PENFIELD,SA,Delivery Area
5121,PENFIELD GARDENS,SA,Delivery Area
5222,PENNESHAW,SA,Delivery Area
5013,PENNINGTON,SA,Delivery Area
5277,PENOLA,SA,Delivery Area
5690,PENONG,SA,Delivery Area
5353,PENRICE,SA,Delivery Area
5453,PENWORTHAM,SA,Delivery Area
5680,PERLUBIE,SA,Delivery Area
5713,PERNATTY,SA,Delivery Area
5308,PERPONDA,SA,Delivery Area
5422,PETERBOROUGH,SA,Delivery Area
5016,PETERHEAD,SA,Delivery Area
5571,PETERSVILLE,SA,Delivery Area
5267,PETHERICK,SA,Delivery Area
5680,PETINA,SA,Delivery Area
5252,PETWOOD,SA,Delivery Area
5351,PEWSEY VALE,SA,Delivery Area
5151,PICCADILLY,SA,Delivery Area
5680,PIEDNIPPIE,SA,Delivery Area
5340,PIKE RIVER,SA,Delivery Area
5720,PIMBA,SA,Delivery Area
5661,PIMBAACLA,SA,Delivery Area
5732,PINDA SPRINGS,SA,Delivery Area
5419,PINE CREEK,SA,Delivery Area
5440,PINE CREEK STATION,SA,Delivery Area
5269,PINE HILL,SA,Delivery Area
5571,PINE POINT,SA,Delivery Area
5417,PINE VALLEY STATION,SA,Delivery Area
5460,PINERY,SA,Delivery Area
5680,PINJARRA STATION,SA,Delivery Area
5641,PINKAWILLINIE,SA,Delivery Area
5400,PINKERTON PLAINS,SA,Delivery Area
5275,PINKS BEACH,SA,Delivery Area
5304,PINNAROO,SA,Delivery Area
0872,PIPALYATJARA,SA,Delivery Area
5540,PIRIE EAST,SA,Delivery Area
5277,PLEASANT PARK,SA,Delivery Area
5440,PLUMBAGO,SA,Delivery Area
5038,PLYMPTON,SA,Delivery Area
5038,PLYMPTON PARK,SA,Delivery Area
5607,POINT BOSTON,SA,Delivery Area
5601,POINT LOWLY,SA,Delivery Area
5601,POINT LOWLY NORTH,SA,Delivery Area
5259,POINT MCLEAY,SA,Delivery Area
5374,POINT PASS,SA,Delivery Area
5573,POINT PEARCE,SA,Delivery Area
5577,POINT SOUTTAR,SA,Delivery Area
5256,POINT STURT,SA,Delivery Area
5575,POINT TURTON,SA,Delivery Area
5670,POLDA,SA,Delivery Area
5453,POLISH HILL RIVER,SA,Delivery Area
5259,POLTALLOCH,SA,Delivery Area
5238,POMPOOTA,SA,Delivery Area
5238,PONDE,SA,Delivery Area
5655,POOCHERA,SA,Delivery Area
5268,POOGINAGORIC,SA,Delivery Area
5330,POOGINOOK,SA,Delivery Area
5607,POONINDIE,SA,Delivery Area
5095,POORAKA,SA,Delivery Area
5222,PORKY FLAT,SA,Delivery Area
5015,PORT ADELAIDE,SA,Delivery Area
5552,PORT ARTHUR,SA,Delivery Area
5700,PORT AUGUSTA,SA,Delivery Area
5701,PORT AUGUSTA,SA,Delivery Area
5700,PORT AUGUSTA NORTH,SA,Delivery Area
5700,PORT AUGUSTA WEST,SA,Delivery Area
5601,PORT BONYTHON,SA,Delivery Area
5522,PORT BROUGHTON,SA,Delivery Area
5540,PORT DAVIS,SA,Delivery Area
5212,PORT ELLIOT,SA,Delivery Area
5501,PORT GAWLER,SA,Delivery Area
5495,PORT GERMEIN,SA,Delivery Area
5602,PORT GIBBON,SA,Delivery Area
5558,PORT HUGHES,SA,Delivery Area
5580,PORT JULIA,SA,Delivery Area
5671,PORT KENNY,SA,Delivery Area
5606,PORT LINCOLN,SA,Delivery Area
5607,PORT LINCOLN,SA,Delivery Area
5606,PORT LINCOLN SOUTH,SA,Delivery Area
5291,PORT MACDONNELL,SA,Delivery Area
5238,PORT MANNUM,SA,Delivery Area
5576,PORT MOOROWIE,SA,Delivery Area
5604,PORT NEILL,SA,Delivery Area
5167,PORT NOARLUNGA,SA,Delivery Area
5167,PORT NOARLUNGA SOUTH,SA,Delivery Area
5700,PORT PATERSON,SA,Delivery Area
5540,PORT PIRIE,SA,Delivery Area
5540,PORT PIRIE SOUTH,SA,Delivery Area
5540,PORT PIRIE WEST,SA,Delivery Area
5575,PORT RICKABY,SA,Delivery Area
5573,PORT VICTORIA,SA,Delivery Area
5581,PORT VINCENT,SA,Delivery Area
5550,PORT WAKEFIELD,SA,Delivery Area
5173,PORT WILLUNGA,SA,Delivery Area
5416,PORTER LAGOON,SA,Delivery Area
5434,PRELINNA,SA,Delivery Area
5570,PRICE,SA,Delivery Area
5550,PROOF RANGE,SA,Delivery Area
5082,PROSPECT,SA,Delivery Area
5082,PROSPECT EAST,SA,Delivery Area
5201,PROSPECT HILL,SA,Delivery Area
5440,PUALCO RANGE,SA,Delivery Area
0872,PUKATJA,SA,Delivery Area
5680,PUNTABIE,SA,Delivery Area
5238,PUNTHARI,SA,Delivery Area
5353,PUNYELROO,SA,Delivery Area
5680,PUREBA,SA,Delivery Area
5238,PURNONG,SA,Delivery Area
5720,PURPLE DOWNS,SA,Delivery Area
5730,PUTTAPA,SA,Delivery Area
5333,PYAP,SA,Delivery Area
5333,PYAP WEST,SA,Delivery Area
5652,PYGERY,SA,Delivery Area
5322,QUALCO,SA,Delivery Area
5014,QUEENSTOWN,SA,Delivery Area
5440,QUINYAMBIE,SA,Delivery Area
5417,QUONDONG,SA,Delivery Area
5433,QUORN,SA,Delivery Area
5291,RACECOURSE BAY,SA,Delivery Area
5322,RAMCO,SA,Delivery Area
5322,RAMCO HEIGHTS,SA,Delivery Area
5575,RAMSAY,SA,Delivery Area
5204,RAPID BAY,SA,Delivery Area
5255,RED CREEK,SA,Delivery Area
5502,REDBANKS,SA,Delivery Area
5521,REDHILL,SA,Delivery Area
5097,REDWOOD PARK,SA,Delivery Area
5275,REEDY CREEK,SA,Delivery Area
5502,REEVES PLAINS,SA,Delivery Area
5010,REGENCY PARK,SA,Delivery Area
5942,REGENCY PARK,SA,Post Office Boxes
5118,REID,SA,Delivery Area
5280,RENDELSHAM,SA,Delivery Area
5341,RENMARK,SA,Delivery Area
5341,RENMARK NORTH,SA,Delivery Area
5341,RENMARK SOUTH,SA,Delivery Area
5341,RENMARK WEST,SA,Delivery Area
5008,RENOWN PARK,SA,Delivery Area
5161,REYNELLA,SA,Delivery Area
5161,REYNELLA EAST,SA,Delivery Area
5412,RHYNIE,SA,Delivery Area
5033,RICHMOND,SA,Delivery Area
5097,RIDGEHAVEN,SA,Delivery Area
5008,RIDLEYTON,SA,Delivery Area
5540,RISDON PARK,SA,Delivery Area
5540,RISDON PARK SOUTH,SA,Delivery Area
5253,RIVERGLADES,SA,Delivery Area
5253,RIVERGLEN,SA,Delivery Area
5120,RIVERLEA PARK,SA,Delivery Area
5412,RIVERTON,SA,Delivery Area
5276,ROBE,SA,Delivery Area
5381,ROBERTSTOWN,SA,Delivery Area
5464,ROCHESTER,SA,Delivery Area
5254,ROCKLEIGH,SA,Delivery Area
5280,ROCKY CAMP,SA,Delivery Area
5254,ROCKY GULLY,SA,Delivery Area
5381,ROCKY PLAIN,SA,Delivery Area
5238,ROCKY POINT,SA,Delivery Area
5571,ROGUES POINT,SA,Delivery Area
5067,ROSE PARK,SA,Delivery Area
5350,ROSEDALE,SA,Delivery Area
5275,ROSETOWN,SA,Delivery Area
5013,ROSEWATER,SA,Delivery Area
5013,ROSEWATER EAST,SA,Delivery Area
5371,ROSEWORTHY,SA,Delivery Area
5072,ROSSLYN PARK,SA,Delivery Area
5073,ROSTREVOR,SA,Delivery Area
5352,ROWLAND FLAT,SA,Delivery Area
5725,ROXBY DOWNS,SA,Delivery Area
5725,ROXBY DOWNS STATION,SA,Delivery Area
5014,ROYAL PARK,SA,Delivery Area
5070,ROYSTON PARK,SA,Delivery Area
5642,RUDALL,SA,Delivery Area
5000,RUNDLE MALL,SA,Delivery Area
5413,SADDLEWORTH,SA,Delivery Area
5461,SAINTS,SA,Delivery Area
5255,SALEM,SA,Delivery Area
5108,SALISBURY,SA,Delivery Area
5108,SALISBURY DOWNS,SA,Delivery Area
5109,SALISBURY EAST,SA,Delivery Area
5109,SALISBURY EAST NORTHBRI AVE,SA,Delivery Area
5109,SALISBURY HEIGHTS,SA,Delivery Area
5108,SALISBURY NORTH,SA,Delivery Area
5108,SALISBURY NORTH WHITES ROAD,SA,Delivery Area
5109,SALISBURY PARK,SA,Delivery Area
5109,SALISBURY PLAIN,SA,Delivery Area
5106,SALISBURY SOUTH,SA,Delivery Area
5106,SALISBURY SOUTH DC,SA,Delivery Area
5264,SALT CREEK,SA,Delivery Area
5401,SALTER SPRINGS,SA,Delivery Area
5433,SALTIA,SA,Delivery Area
5114,SAMPSON FLAT,SA,Delivery Area
5309,SANDALWOOD,SA,Delivery Area
5255,SANDERGROVE,SA,Delivery Area
5237,SANDERSTON,SA,Delivery Area
5571,SANDILANDS,SA,Delivery Area
5356,SANDLETON,SA,Delivery Area
5350,SANDY CREEK,SA,Delivery Area
5275,SANDY GROVE,SA,Delivery Area
5222,SAPPHIRETOWN,SA,Delivery Area
5680,SCEALE BAY,SA,Delivery Area
5311,SCHELL WELL,SA,Delivery Area
5153,SCOTT CREEK,SA,Delivery Area
5049,SEACLIFF,SA,Delivery Area
5049,SEACLIFF PARK,SA,Delivery Area
5047,SEACOMBE GARDENS,SA,Delivery Area
5047,SEACOMBE HEIGHTS,SA,Delivery Area
5169,SEAFORD,SA,Delivery Area
5169,SEAFORD HEIGHTS,SA,Delivery Area
5169,SEAFORD MEADOWS,SA,Delivery Area
5169,SEAFORD RISE,SA,Delivery Area
5223,SEAL BAY,SA,Delivery Area
5023,SEATON,SA,Delivery Area
5049,SEAVIEW DOWNS,SA,Delivery Area
5280,SEBASTOPOL,SA,Delivery Area
5204,SECOND VALLEY,SA,Delivery Area
5611,SECRET ROCKS,SA,Delivery Area
5353,SEDAN,SA,Delivery Area
5223,SEDDON,SA,Delivery Area
5083,SEFTON PARK,SA,Delivery Area
5174,SELLICKS BEACH,SA,Delivery Area
5174,SELLICKS HILL,SA,Delivery Area
5019,SEMAPHORE,SA,Delivery Area
5019,SEMAPHORE PARK,SA,Delivery Area
5019,SEMAPHORE SOUTH,SA,Delivery Area
5268,SENIOR,SA,Delivery Area
5355,SEPPELTSFIELD,SA,Delivery Area
5453,SEVENHILL,SA,Delivery Area
5434,SHAGGY RIDGE,SA,Delivery Area
5267,SHAUGH,SA,Delivery Area
5371,SHEA-OAK LOG,SA,Delivery Area
5581,SHEAOAK FLAT,SA,Delivery Area
5158,SHEIDOW PARK,SA,Delivery Area
5607,SHERINGA,SA,Delivery Area
5301,SHERLOCK,SA,Delivery Area
5267,SHERWOOD,SA,Delivery Area
5279,SHORT,SA,Delivery Area
5717,SIAM,SA,Delivery Area
5204,SILVERTON,SA,Delivery Area
5734,SIMPSON DESERT,SA,Delivery Area
5072,SKYE,SA,Delivery Area
5607,SLEAFORD,SA,Delivery Area
5114,SMITHFIELD,SA,Delivery Area
5114,SMITHFIELD PLAINS,SA,Delivery Area
5680,SMOKY BAY,SA,Delivery Area
5520,SNOWTOWN,SA,Delivery Area
5641,SOLOMON,SA,Delivery Area
5540,SOLOMONTOWN,SA,Delivery Area
5044,SOMERTON PARK,SA,Delivery Area
5048,SOUTH BRIGHTON,SA,Delivery Area
5713,SOUTH GAP,SA,Delivery Area
5550,SOUTH HUMMOCKS,SA,Delivery Area
5573,SOUTH KILKERRAN,SA,Delivery Area
5038,SOUTH PLYMPTON,SA,Delivery Area
5280,SOUTHEND,SA,Delivery Area
5031,SOUTHWARK,SA,Delivery Area
5454,SPALDING,SA,Delivery Area
5345,SPECTACLE LAKE,SA,Delivery Area
5271,SPENCE,SA,Delivery Area
5453,SPRING FARM,SA,Delivery Area
5453,SPRING GULLY,SA,Delivery Area
5062,SPRINGFIELD,SA,Delivery Area
5235,SPRINGTON,SA,Delivery Area
5291,SQUARE MILE,SA,Delivery Area
5097,ST AGNES,SA,Delivery Area
5011,ST CLAIR,SA,Delivery Area
5064,ST GEORGES,SA,Delivery Area
5252,ST IVES,SA,Delivery Area
5373,ST JOHNS,SA,Delivery Area
5110,ST KILDA,SA,Delivery Area
5356,ST KITTS,SA,Delivery Area
5042,ST MARYS,SA,Delivery Area
5068,ST MORRIS,SA,Delivery Area
5069,ST PETERS,SA,Delivery Area
5415,STANLEY,SA,Delivery Area
5453,STANLEY FLAT,SA,Delivery Area
5582,STANSBURY,SA,Delivery Area
5000,STATION ARCADE,SA,Delivery Area
5413,STEELTON,SA,Delivery Area
5356,STEINFELD,SA,Delivery Area
5433,STEPHENSTON,SA,Delivery Area
5069,STEPNEY,SA,Delivery Area
5271,STEWART RANGE,SA,Delivery Area
5152,STIRLING,SA,Delivery Area
5710,STIRLING NORTH,SA,Delivery Area
5410,STOCKPORT,SA,Delivery Area
5355,STOCKWELL,SA,Delivery Area
5460,STOCKYARD CREEK,SA,Delivery Area
5330,STOCKYARD PLAIN,SA,Delivery Area
5223,STOKES BAY,SA,Delivery Area
5480,STONE HUT,SA,Delivery Area
5352,STONE WELL,SA,Delivery Area
5066,STONYFELL,SA,Delivery Area
5461,STOW,SA,Delivery Area
5255,STRATHALBYN,SA,Delivery Area
5680,STREAKY BAY,SA,Delivery Area
5271,STRUAN,SA,Delivery Area
5731,STRZELECKI DESERT,SA,Delivery Area
5320,STUART,SA,Delivery Area
5720,STUARTS CREEK,SA,Delivery Area
5047,STURT,SA,Delivery Area
5417,STURT VALE,SA,Delivery Area
5583,SULTANA POINT,SA,Delivery Area
5141,SUMMERTOWN,SA,Delivery Area
5322,SUNLANDS,SA,Delivery Area
5422,SUNNYBRAE,SA,Delivery Area
5353,SUNNYDALE,SA,Delivery Area
5253,SUNNYSIDE,SA,Delivery Area
5552,SUNNYVALE,SA,Delivery Area
5126,SURREY DOWNS,SA,Delivery Area
5374,SUTHERLANDS,SA,Delivery Area
5291,SUTTONTOWN,SA,Delivery Area
5354,SWAN REACH,SA,Delivery Area
5253,SWANPORT,SA,Delivery Area
5270,SWEDE FLAT,SA,Delivery Area
5259,TAILEM BEND,SA,Delivery Area
5260,TAILEM BEND,SA,Delivery Area
5311,TALDRA,SA,Delivery Area
5670,TALIA,SA,Delivery Area
5280,TANTANOOLA,SA,Delivery Area
5352,TANUNDA,SA,Delivery Area
5017,TAPEROO,SA,Delivery Area
5311,TAPLAN,SA,Delivery Area
5275,TARATAP,SA,Delivery Area
5701,TARCOOLA,SA,Delivery Area
5431,TARCOWIE,SA,Delivery Area
5411,TARLEE,SA,Delivery Area
5413,TARNMA,SA,Delivery Area
5277,TARPEENA,SA,Delivery Area
5171,TATACHILLA,SA,Delivery Area
5235,TAUNTON,SA,Delivery Area
5330,TAYLORVILLE,SA,Delivery Area
5330,TAYLORVILLE STATION,SA,Delivery Area
5091,TEA TREE GULLY,SA,Delivery Area
5238,TEAL FLAT,SA,Delivery Area
5540,TELOWIE,SA,Delivery Area
5371,TEMPLERS,SA,Delivery Area
5022,TENNYSON,SA,Delivery Area
5440,TEPCO STATION,SA,Delivery Area
5254,TEPKO,SA,Delivery Area
5072,TERINGIE,SA,Delivery Area
5421,TEROWIE,SA,Delivery Area
5271,THE GAP,SA,Delivery Area
5577,THE PINES,SA,Delivery Area
5172,THE RANGE,SA,Delivery Area
5031,THEBARTON,SA,Delivery Area
5690,THEVENARD,SA,Delivery Area
5554,THOMAS PLAIN,SA,Delivery Area
5501,THOMPSON BEACH,SA,Delivery Area
5082,THORNGATE,SA,Delivery Area
5280,THORNLEA,SA,Delivery Area
5432,THREE CREEKS,SA,Delivery Area
5552,THRINGTON,SA,Delivery Area
5717,THURLGA,SA,Delivery Area
5607,TIATUKIA,SA,Delivery Area
5555,TICKERA,SA,Delivery Area
5571,TIDDY WIDDY BEACH,SA,Delivery Area
0872,TIEYON,SA,Delivery Area
5440,TIKALINA,SA,Delivery Area
5275,TILLEY SWAMP,SA,Delivery Area
5266,TINTINARA,SA,Delivery Area
5734,TODMORDEN,SA,Delivery Area
5256,TOLDEROL,SA,Delivery Area
5042,TONSLEY,SA,Delivery Area
5607,TOOLIGIE,SA,Delivery Area
5255,TOOPERANG,SA,Delivery Area
5253,TOORA,SA,Delivery Area
5065,TOORAK GARDENS,SA,Delivery Area
5607,TOOTENILLA,SA,Delivery Area
