Suburb,State,Zip
FAIRFIELD GARDENS,QLD,4103
FAIRFIELD HEIGHTS,NSW,2165
FAIRFIELD HEIGHTS,NSW,2165
FAIRFIELD WEST,NSW,2165
FAIRFIELD WEST,NSW,2165
FAIRHAVEN,VIC,3231
FAIRHOLME,NSW,2871
FAIRLEY,VIC,3579
FAIRLIGHT,NSW,2094
FAIRNEY VIEW,QLD,4306
FAIRVIEW PARK,SA,5126
FAIRY BOWER,QLD,4700
FAIRY DELL,VIC,3561
FAIRY DELL,VIC,3875
FAIRY HILL,NSW,2470
FAIRY MEADOW,NSW,2519
FAIRY MEADOW,NSW,2519
FAIRY MEADOW,NSW,2519
FAIRYLAND,QLD,4413
FAIRYMEAD,QLD,4670
FALBROOK,NSW,2330
FALCON,WA,6210
FALCONER,NSW,2365
FALCONER,NSW,2365
FALLS CREEK,NSW,2540
FALLS CREEK,VIC,3699
FALMOUTH,TAS,7215
FALSE BAY,SA,5601
FANNIE BAY,NT,820
FAR MEADOW,NSW,2535
FAR MEADOW,NSW,2535
FAR MEADOW,NSW,2535
FARADAY,VIC,3451
FARAWAY HILL,SA,5417
FARGUNYAH,NSW,2656
FARINA,SA,5731
FARINA STATION,SA,5731
FARINA STATION,SA,5731
FARLEIGH,QLD,4741
FARLEY,NSW,2320
FARM BEACH,SA,5607
FARMBOROUGH HEIGHTS,NSW,2526
FARNBOROUGH,QLD,4703
FARNHAM,NSW,2820
FARNSFIELD,QLD,4660
FARRANTS HILL,NSW,2484
FARRAR,NT,830
FARRARS CREEK,QLD,4481
FARRARS CREEK,QLD,4481
FARRELL FLAT,SA,5416
FARRER,ACT,2607
FARRINGDON,NSW,2622
FASSIFERN,NSW,2283
FASSIFERN,QLD,4309
FASSIFERN VALLEY,QLD,4309
FASSIFERN VALLEY,QLD,4309
FAULCONBRIDGE,NSW,2776
FAULKLAND,NSW,2422
FAWCETT,VIC,3714
FAWCETTS PLAIN,NSW,2474
FAWCETTS PLAIN,NSW,2474
FAWKNER,VIC,3060
FEDERAL,NSW,2480
FEDERAL,QLD,4568
FELIXSTOW,SA,5070
FELTON,QLD,4358
FELTON SOUTH,QLD,4358
FELTON SOUTH,QLD,4358
FELUGA,QLD,4854
FENNELL BAY,NSW,2283
FENTONBURY,TAS,7140
FENTONS CREEK,VIC,3518
FERGUSON,VIC,3237
FERGUSON,WA,6236
FERN BAY,NSW,2295
FERN GULLY,NSW,2330
FERN HILL,VIC,3458
FERN TREE,TAS,7054
FERNANCES,NSW,2775
FERNANCES CROSSING,NSW,2325
FERNANCES CROSSING,NSW,2325
FERNBANK,VIC,3864
FERNBANK CREEK,NSW,2444
FERNBANK CREEK,NSW,2444
FERNBROOK,NSW,2453
FERNDALE,VIC,3821
FERNDALE,WA,6148
FERNEY,QLD,4650
FERNHILL,NSW,2519
FERNIHURST,VIC,3518
FERNLEIGH,NSW,2479
FERNMOUNT,NSW,2454
FERNSHAW,VIC,3778
FERNSIDE,NSW,2480
FERNTREE GULLY,VIC,3156
FERNVALE,NSW,2484
FERNVALE,QLD,4306
FERNY CREEK,VIC,3786
FERNY GLEN,QLD,4275
FERNY GROVE,QLD,4055
FERNY GROVE,QLD,4055
FERNY HILLS,QLD,4055
FERNY HILLS DC,QLD,4055
FERNY HILLS DC,QLD,4055
FERODALE,NSW,2318
FERRYDEN PARK,SA,5010
FEYSVILLE,WA,6431
FICKS CROSSING,QLD,4606
FIDDLETOWN,NSW,2159
FIELD,SA,5265
FIELDING,QLD,4825
FIELDING,QLD,4825
FIELDSTONE,VIC,3024
FIELDSTONE,VIC,3024
FIERY FLAT,VIC,3518
FIFIELD,NSW,2875
FIFTEEN MILE,QLD,4352
FIG TREE POCKET,QLD,4069
FIGTREE,NSW,2525
FIMISTON,WA,6432
FINCH HATTON,QLD,4756
FINDON,SA,5023
FINDON CREEK,NSW,2474
FINDON CREEK,NSW,2474
FINE FLOWER,NSW,2460
FINGAL,VIC,3939
FINGAL,TAS,7214
FINGAL BAY,NSW,2315
FINGAL BAY,NSW,2315
FINGAL HEAD,NSW,2487
FINGAL HEAD,NSW,2487
FINKE,NT,872
FINLAYVALE,QLD,4873
FINLEY,NSW,2713
FINNIE,QLD,4350
FINNISS,SA,5255
FINNISS VALLEY,NT,822
FINNISS VALLEY,NT,822
FINUCANE,WA,6722
FIREFLY,NSW,2429
FIRLE,SA,5070
FISCHER,SA,5502
FISH CREEK,VIC,3959
FISH POINT,VIC,3585
FISHER,ACT,2611
FISHER,QLD,4825
FISHER,SA,5354
FISHERMAN BAY,SA,5522
FISHERMAN BAY,SA,5522
FISHERMANS BAY,NSW,2316
FISHERMANS BAY,NSW,2316
FISHERMANS PARADISE,NSW,2539
FISHERMANS PARADISE,NSW,2539
FISHERMANS PARADISE,NSW,2539
FISHERMANS PARADISE,NSW,2539
FISHERMANS POCKET,QLD,4570
FISHERMANS POCKET,QLD,4570
FISHERMANS REACH,NSW,2441
FISHERMANS REACH,NSW,2441
FISHERS HILL,NSW,2421
FISHERS HILL,NSW,2421
FISHERY FALLS,QLD,4871
FISHERY FALLS,QLD,4871
FISHING POINT,NSW,2283
FISKVILLE,VIC,3342
FITZGERALD,WA,6337
FITZGERALD,TAS,7140
FITZGERALD BAY,SA,5601
FITZGERALD BAY,SA,5601
FITZGERALD CREEK,QLD,4860
FITZGERALD CREEK,QLD,4860
FITZGERALD RIVER NATIONAL PARK,WA,6346
FITZGERALD RIVER NATIONAL PARK,WA,6346
FITZGERALD RIVER NATIONAL PARK,WA,6346
FITZGERALDS MOUNT,NSW,2799
FITZGERALDS MOUNT,NSW,2799
FITZGERALDS VALLEY,NSW,2795
FITZGERALDS VALLEY,NSW,2795
FITZGIBBON,QLD,4018
FITZROY,VIC,3065
FITZROY,SA,5082
FITZROY CROSSING,WA,6765
FITZROY CROSSING,WA,6765
FITZROY FALLS,NSW,2577
FITZROY FALLS,NSW,2577
FITZROY ISLAND,QLD,4871
FITZROY ISLAND,QLD,4871
FITZROY ISLAND,QLD,4871
FITZROY NORTH,VIC,3068
FITZROY NORTH,VIC,3068
FIVE DOCK,NSW,2046
FIVE MILES,SA,5238
FIVE MILES,SA,5238
FIVE WAYS,NSW,2873
FLAGGY CREEK,VIC,3875
FLAGSTAFF,VIC,3465
FLAGSTAFF HILL,SA,5159
FLAGSTAFF HILL,SA,5159
FLAGSTONE,QLD,4280
FLAGSTONE CREEK,QLD,4344
FLAGSTONE CREEK,QLD,4344
FLAMETREE,QLD,4802
FLAMINGO BEACH,VIC,3851
FLAT TOPS,NSW,2420
FLAXLEY,SA,5153
FLAXMAN VALLEY,SA,5235
FLAXTON,QLD,4560
FLEMING,NT,822
FLEMINGTON,VIC,3031
FLEMINGTON,VIC,3031
FLETCHER,NSW,2287
FLETCHER,QLD,4381
FLETCHER CREEK,QLD,4714
FLETCHER CREEK,QLD,4714
FLEURBAIX,QLD,4375
FLINDERS,NSW,2529
FLINDERS,VIC,3929
FLINDERS CHASE,SA,5223
FLINDERS CHASE,SA,5223
FLINDERS LAKES,QLD,4285
FLINDERS LAKES,QLD,4285
FLINDERS LANE,VIC,8009
FLINDERS LANE,VIC,8009
FLINDERS PARK,SA,5025
FLINDERS PARK,SA,5025
FLINDERS RANGES,SA,5434
FLINDERS RANGES,SA,5434
FLINDERS UNIVERSITY,SA,5042
FLINDERS UNIVERSITY,SA,5042
FLINDERS VIEW,QLD,4305
FLINDERS VIEW,QLD,4305
FLINT,WA,6302
FLINTON,QLD,4422
FLINTON,QLD,4422
FLINTSTONE,TAS,7030
FLINTSTONE,TAS,7030
FLORA HILL,VIC,3550
FLORAVILLE,NSW,2280
FLOREAT,WA,6014
FLORENCE BAY,QLD,4819
FLORENTINE,TAS,7140
FLOREY,ACT,2615
FLORINA,NT,852
FLORINA STATION,SA,5440
FLORINA STATION,SA,5440
FLOWERDALE,VIC,3717
FLOWERDALE,TAS,7325
FLOWERPOT,TAS,7163
FLOWERY GULLY,TAS,7270
FLY CREEK,NT,822
FLYING FISH POINT,QLD,4860
FLYING FISH POINT,QLD,4860
FLYING FOX,NT,852
FLYING FOX,QLD,4275
FLYING FOX,NT,852
FLYING FOX,QLD,4275
FLYNN,NT,875
FLYNN,ACT,2615
FLYNN,VIC,3844
FLYNN,WA,6302
FLYNNS BEACH,NSW,2444
FLYNNS BEACH,NSW,2444
FLYNNS CREEK,VIC,3844
FLYNNS CREEK,VIC,3844
FOOTSCRAY,VIC,3011
FORBES,NSW,2871
FORBES,VIC,3764
FORBES CREEK,NSW,2621
FORBES CREEK,NSW,2621
FORBES RIVER,NSW,2446
FORBES RIVER,NSW,2446
FORBESDALE,NSW,2422
FORBESDALE,NSW,2422
FORCETT,TAS,7173
FORDE,ACT,2914
FORDS,SA,5373
FORDS BRIDGE,NSW,2840
FORDS BRIDGE,NSW,2840
FORDSDALE,QLD,4343
FORDSDALE,QLD,4343
FORDWICH,NSW,2330
FORESHORES,QLD,4678
FOREST,TAS,7330
FOREST CREEK,QLD,4873
FOREST CREEK,QLD,4873
FOREST GLEN,NSW,2157
FOREST GLEN,QLD,4556
FOREST GLEN,NSW,2157
FOREST GLEN,QLD,4556
FOREST GROVE,NSW,2795
FOREST GROVE,WA,6286
FOREST GROVE,NSW,2795
FOREST GROVE,WA,6286
FOREST GROVE,NSW,2795
FOREST GROVE,WA,6286
FOREST HILL,NSW,2651
FOREST HILL,VIC,3131
FOREST HILL,QLD,4342
FOREST HILL,WA,6324
FOREST HILL,NSW,2651
FOREST HILL,VIC,3131
FOREST HILL,QLD,4342
FOREST HILL,WA,6324
FOREST LAKE,QLD,4078
FOREST LAKE,QLD,4078
FOREST LAND,NSW,2372
FOREST LAND,NSW,2372
FOREST LODGE,NSW,2037
FOREST LODGE,NSW,2037
FOREST RANGE,SA,5139
FOREST RANGE,SA,5139
FOREST REEFS,NSW,2798
FOREST REEFS,NSW,2798
FOREST RIDGE,QLD,4357
FOREST RIDGE,QLD,4357
FOREST SPRINGS,QLD,4362
FOREST SPRINGS,QLD,4362
FOREST SPRINGS,QLD,4362
FORESTDALE,QLD,4118
FORESTDALE,QLD,4118
FORESTER,TAS,7260
FORESTER,TAS,7260
FORESTHOME,QLD,4850
FORESTHOME,QLD,4850
FORESTVALE,QLD,4465
FORESTVALE,QLD,4465
FORESTVILLE,NSW,2087
FORESTVILLE,SA,5035
FORESTVILLE,NSW,2087
FORESTVILLE,SA,5035
FORGE CREEK,VIC,3875
FORK LAGOONS,QLD,4723
FORMARTIN,QLD,4404
FORREST,ACT,2603
FORREST,VIC,3236
FORREST,WA,6434
FORREST BEACH,QLD,4850
FORREST BEACH,WA,6271
FORREST BEACH,QLD,4850
FORREST BEACH,WA,6271
FORRESTANIA,WA,6359
FORRESTANIA,WA,6359
FORRESTDALE,WA,6112
FORRESTDALE,WA,6112
FORRESTERS BEACH,NSW,2260
FORRESTERS BEACH,NSW,2260
FORRESTFIELD,WA,6058
FORRESTFIELD,WA,6058
FORRESTON,SA,5233
FORRESTON,SA,5233
FORSAYTH,QLD,4871
FORSTER,NSW,2428
FORSTER,SA,5238
FORSTER SHOPPING VILLAGE,NSW,2428
FORSTER SHOPPING VILLAGE,NSW,2428
FORTESCUE,WA,6716
FORTESCUE,TAS,7182
FORTH,TAS,7310
FORTHSIDE,TAS,7310
FORTHSIDE,TAS,7310
FORTIS CREEK,NSW,2460
FORTITUDE VALLEY,QLD,4006
FORTITUDE VALLEY BC,QLD,4006
FORTITUDE VALLEY BC,QLD,4006
FORTY MILE,QLD,4872
FOSSILBROOK,QLD,4871
FOSTER,VIC,3960
FOSTER NORTH,VIC,3960
FOSTER NORTH,VIC,3960
FOSTERS VALLEY,NSW,2795
FOSTERS VALLEY,NSW,2795
FOSTERTON,NSW,2420
FOSTERTON,NSW,2420
FOSTERVILLE,VIC,3557
FOSTERVILLE,VIC,3557
FOUL BAY,SA,5577
FOULDEN,QLD,4740
FOUNTAIN,SA,5607
FOUNTAIN GATE,VIC,3805
FOUNTAIN GATE,VIC,3805
FOUNTAINDALE,NSW,2258
FOUNTAINDALE,NSW,2258
FOUR CORNERS,NSW,2716
FOUR MILE CREEK,NSW,2323
FOUR MILE CREEK,NSW,2800
FOUR MILE CREEK,TAS,7215
FOUR WAYS,QLD,4824
FOWLERS BAY,SA,5690
FOWLERS GAP,NSW,2880
FOX,SA,5272
FOXDALE,QLD,4800
FOXDALE,QLD,4800
FOXGROUND,NSW,2534
FOXGROUND,NSW,2534
FOXHOW,VIC,3323
FOXHOW,VIC,3323
FRAHNS,SA,5238
FRAMLINGHAM,VIC,3265
FRAMLINGHAM EAST,VIC,3265
FRAMLINGHAM EAST,VIC,3265
FRANCES,SA,5262
FRANCOIS PERON NATIONAL PARK,WA,6537
FRANCOIS PERON NATIONAL PARK,WA,6537
FRANCOIS PERON NATIONAL PARK,WA,6537
FRANKFIELD,QLD,4721
FRANKFORD,TAS,7275
FRANKLAND RIVER,WA,6396
FRANKLIN,ACT,2913
FRANKLIN,TAS,7113
FRANKLINFORD,VIC,3461
FRANKLINFORD,VIC,3461
FRANKLYN,SA,5421
FRANKSTON,VIC,3199
FRANKSTON EAST,VIC,3199
FRANKSTON EAST,VIC,3199
FRANKSTON HEIGHTS,VIC,3199
FRANKSTON HEIGHTS,VIC,3199
FRANKSTON NORTH,VIC,3200
FRANKSTON NORTH,VIC,3200
FRANKSTON SOUTH,VIC,3199
FRANKSTON SOUTH,VIC,3199
FRANKTON,SA,5374
FRASER,ACT,2615
FRASER ISLAND,QLD,4581
FRASER ISLAND,QLD,4581
FRASER ISLAND,QLD,4581
FRASER RANGE,WA,6443
FRASER RANGE,WA,6443
FRASER RISE,VIC,3336
FRASER RISE,VIC,3336
FRAYVILLE,SA,5238
FRAZER PARK,NSW,2259
FRAZERS CREEK,NSW,2446
FRAZERVIEW,QLD,4309
FREDERICKSFIELD,QLD,4806
FREDERICKTON,NSW,2440
FREDS PASS,NT,822
FREEBURGH,VIC,3741
FREEBURN ISLAND,NSW,2464
FREEBURN ISLAND,NSW,2464
FREELING,SA,5372
FREEMANS,NSW,2259
FREEMANS REACH,NSW,2756
FREEMANS REACH,NSW,2756
FREEMANS WATERHOLE,NSW,2323
FREEMANS WATERHOLE,NSW,2323
FREEMANTLE,NSW,2795
FREESTONE,QLD,4370
FREMANTLE,WA,6160
FREMANTLE,WA,6959
FRENCH ISLAND,VIC,3921
FRENCH ISLAND,VIC,3921
FRENCH PARK,NSW,2655
FRENCHES CREEK,QLD,4310
FRENCHMAN BAY,WA,6330
FRENCHMANS,VIC,3384
FRENCHS FOREST,NSW,1640
FRENCHS FOREST,NSW,2086
FRENCHS FOREST,NSW,1640
FRENCHS FOREST,NSW,2086
FRENCHS FOREST EAST,NSW,2086
FRENCHS FOREST EAST,NSW,2086
FRENCHS FOREST EAST,NSW,2086
FRENCHVILLE,QLD,4701
FRESHWATER,NSW,2096
FRESHWATER,QLD,4870
FRESHWATER CREEK,VIC,3217
FRESHWATER CREEK,VIC,3217
FRESHWATER POINT,QLD,4737
FRESHWATER POINT,QLD,4737
FREWVILLE,SA,5063
FREYCINET,TAS,7215
FRIDAY POCKET,QLD,4855
FRIENDLY BEACHES,TAS,7215
FROG ROCK,NSW,2850
FROGMORE,NSW,2586
FROGS HOLLOW,NSW,2550
FROME DOWNS,SA,5440
FRYERSTOWN,VIC,3451
FRYING PAN,NSW,2630
FULHAM,VIC,3851
FULHAM,QLD,4313
FULHAM,SA,5024
FULHAM GARDENS,SA,5024
FULHAM GARDENS,SA,5024
FULLARTON,SA,5063
FULLERTON,NSW,2583
FULLERTON COVE,NSW,2318
FULLERTON COVE,NSW,2318
FUMINA,VIC,3825
FUMINA SOUTH,VIC,3825
FUMINA SOUTH,VIC,3825
FURNER,SA,5280
FURNISSDALE,WA,6209
FURRACABAD,NSW,2370
FYANS CREEK,VIC,3381
FYANSFORD,VIC,3218
FYSHWICK,ACT,2609
GABALONG,WA,6574
GABBADAH,WA,6041
GABBIN,WA,6476
GABLES,NSW,2765
GADARA,NSW,2720
GADGARRA,QLD,4884
GAETA,QLD,4671
GAFFNEYS CREEK,VIC,3723
GAGALBA,QLD,4551
GAGEBROOK,TAS,7030
GAILES,QLD,4300
GAINSBOROUGH,VIC,3822
GAINSFORD,QLD,4702
GAIRDNER,WA,6337
GAIRLOCH,QLD,4850
GALA VALE,NSW,2716
GALAMBINE,NSW,2850
GALGA,SA,5308
GALIWINKU,NT,822
GALONG,NSW,2585
GALORE,NSW,2650
GALSTON,NSW,2159
GAMBOOLA,QLD,4892
GAMMON RANGES,SA,5732
GANBENANG,NSW,2790
GANGALIDDA,QLD,4830
GANGAT,NSW,2422
GANMAIN,NSW,2702
GANNAWARRA,VIC,3568
GAP RIDGE,WA,6714
GAPSTED,VIC,3737
GAPUWIYAK,NT,880
GARAH,NSW,2405
GARBUTT,QLD,4814
GARBUTT EAST,QLD,4814
GARBUTT EAST,QLD,4814
GARDEN CITY,VIC,3207
GARDEN CITY,VIC,3207
GARDEN ISLAND,SA,5015
GARDEN ISLAND,WA,6168
GARDEN ISLAND,SA,5015
GARDEN ISLAND,WA,6168
GARDEN ISLAND CREEK,TAS,7112
GARDEN ISLAND CREEK,TAS,7112
GARDEN ISLAND CREEK,TAS,7112
GARDEN SUBURB,NSW,2289
GARDENVALE,VIC,3185
GARDNERS BAY,TAS,7112
GAREMA,NSW,2871
GARFIELD,VIC,3814
GARFIELD NORTH,VIC,3814
GARFIELD NORTH,VIC,3814
GARGETT,QLD,4741
GARIBALDI,VIC,3352
GARLAND,NSW,2797
GARLAND VALLEY,NSW,2330
GARLAND VALLEY,NSW,2330
GARNANT,QLD,4702
GARNERS BEACH,QLD,4852
GAROO,NSW,2340
GARRA,NSW,2866
GARRADUNGA,QLD,4860
GARRADUNGA,QLD,4860
GARRAN,ACT,2605
GARRAN,ACT,2605
GARRAWALT,QLD,4850
GARRAWALT,QLD,4850
GARTHOWEN,NSW,2345
GARVOC,VIC,3265
GASCOYNE JUNCTION,WA,6705
GASCOYNE RIVER,WA,6705
GATESHEAD,NSW,2290
GATEWAY ISLAND,VIC,3691
GATEWAY ISLAND,VIC,3691
GATTON,QLD,4343
GATTON COLLEGE,QLD,4345
GATTON COLLEGE,QLD,4345
GATUM,VIC,3407
GAVEN,QLD,4211
GAWLER,SA,5118
GAWLER,TAS,7315
GAWLER BELT,SA,5118
GAWLER BELT,SA,5118
GAWLER EAST,SA,5118
GAWLER EAST,SA,5118
GAWLER RANGES,SA,5655
GAWLER RANGES,SA,5655
GAWLER RIVER,SA,5118
GAWLER RIVER,SA,5118
GAWLER SOUTH,SA,5118
GAWLER SOUTH,SA,5118
GAWLER WEST,SA,5118
GAWLER WEST,SA,5118
GAYNDAH,QLD,4625
GAYTHORNE,QLD,4051
GAZETTE,VIC,3289
GEARYS FLAT,NSW,2441
GEEBUNG,QLD,4034
GEEGULLY CREEK,WA,6728
GEEHI,NSW,2642
GEELONG,VIC,3220
GEELONG MC,VIC,3221
GEELONG MC,VIC,3221
GEELONG NORTH,VIC,3215
GEELONG NORTH,VIC,3215
GEELONG NORTH,VIC,3215
GEELONG WEST,VIC,3218
GEELONG WEST,VIC,3218
GEEVESTON,TAS,7116
GEHAM,QLD,4352
GEILSTON BAY,TAS,7015
GELANTIPY,VIC,3885
GELLIBRAND,VIC,3239
GELLIBRAND LOWER,VIC,3237
GELLIBRAND LOWER,VIC,3237
GELLIONDALE,VIC,3971
GELORUP,WA,6230
GELSTON PARK,NSW,2650
GEMALLA,NSW,2795
GEMBROOK,VIC,3783
GEMINI MOUNTAINS,QLD,4721
GEMMELLS,SA,5255
GENEVA,NSW,2474
GENOA,VIC,3891
GENTLE ANNIE,VIC,3833
GEOGRAPHE,WA,6280
GEORGE STREET,QLD,4003
GEORGE TOWN,TAS,7253
GEORGES CREEK,NSW,2365
GEORGES CREEK,VIC,3700
GEORGES HALL,NSW,2198
GEORGES HALL,NSW,2198
GEORGES PLAINS,NSW,2795
GEORGETOWN,NSW,2298
GEORGETOWN,QLD,4871
GEORGETOWN,SA,5472
GEORGICA,NSW,2480
GEORGINA,QLD,4825
GEORGINA,WA,6532
GEPPS CROSS,SA,5094
GERAHMIN,VIC,3546
GERALDTON,WA,6530
GERALDTON PO,WA,6531
GERALDTON PO,WA,6531
GERANG GERUNG,VIC,3418
GERANGAMETE,VIC,3249
GERANIUM,SA,5301
GERANIUM PLAINS,SA,5381
GERANIUM PLAINS,SA,5381
GERARD,SA,5343
GERMAN CREEK,SA,5291
GERMAN FLAT,SA,5280
GERMANIA,VIC,3387
GERMANTOWN,VIC,3741
GERMANTOWN,QLD,4871
GERMEIN BAY,SA,5495
GEROGERY,NSW,2642
GERRIGERRUP,VIC,3289
GERRINGONG,NSW,2534
GERROA,NSW,2534
GEURIE,NSW,2818
GHAN,NT,872
GHEERULLA,QLD,4574
GHERANG,VIC,3240
GHERINGHAP,VIC,3331
GHIN GHIN,VIC,3717
GHINGHINDA,QLD,4420
GHINNI GHI,NSW,2474
GHINNI GHI,NSW,2474
GHINNI GHINNI,NSW,2430
GHINNI GHINNI,NSW,2430
GHOOLENDAADI,NSW,2380
GHOOLI,WA,6426
GIANTS CREEK,NSW,2328
GIBB,WA,6743
GIBBERAGEE,NSW,2469
GIBBERAGEE,NSW,2469
GIBRALTAR RANGE,NSW,2370
GIBSON,WA,6448
GIBSON DESERT NORTH,WA,872
GIBSON DESERT NORTH,WA,872
GIBSON DESERT SOUTH,WA,872
GIBSON DESERT SOUTH,WA,872
GIDGEALPA,SA,5731
GIDGEGANNUP,WA,6083
GIDGINBUNG,NSW,2666
GIDLEY,NSW,2340
GIDYA,QLD,4824
GIFFARD,VIC,3851
GIFFARD WEST,VIC,3851
GIFFARD WEST,VIC,3851
GIFFORD HILL,SA,5253
GIGOOMGAN,QLD,4620
GIL GIL,VIC,3480
GILBERT RIVER,QLD,4871
GILBERTON,VIC,3072
GILBERTON,QLD,4208
GILBERTON,QLD,4871
GILBERTON,SA,5081
GILDEROY,VIC,3797
GILEAD,NSW,2560
GILES CORNER,SA,5411
GILGAI,NSW,2360
GILGANDRA,NSW,2827
GILGERING,WA,6302
GILGOOMA,NSW,2829
GILGUNNIA,NSW,2877
GILLA,QLD,4314
GILLDORA,QLD,4570
GILLEN,NT,870
GILLENBAH,NSW,2700
GILLENBAH,NSW,2700
GILLENTOWN,SA,5453
GILLENTOWN,SA,5453
GILLES DOWNS,SA,5611
GILLES PLAINS,SA,5086
GILLETTS RIDGE,NSW,2462
GILLIESTON,VIC,3616
GILLIESTON HEIGHTS,NSW,2321
GILLIESTON HEIGHTS,NSW,2321
GILLIMANNING,WA,6370
GILLINGARRA,WA,6510
GILLMAN,SA,5013
GILLUM,VIC,3858
GILMANDYKE,NSW,2795
GILMORE,NSW,2720
GILMORE,ACT,2905
GILROYD,WA,6701
GILSTON,QLD,4211
GIN GIN,NSW,2823
GIN GIN,QLD,4671
GINDIE,QLD,4702
GINDORAN,QLD,4676
GINEROI,NSW,2404
GINGERAH,WA,6725
GINGHI,NSW,2849
GINGIN,WA,6503
GINGINUP,WA,6503
GINGINUP,WA,6503
GINGKIN,NSW,2787
GINOONDAN,QLD,4625
GIPPSLAND MC,VIC,3841
GIPSY POINT,VIC,3891
GIRALANG,ACT,2617
GIRARDS HILL,NSW,2480
GIRGARRE,VIC,3624
GIRGARRE EAST,VIC,3616
GIRGARRE EAST,VIC,3616
GIRILAMBONE,NSW,2831
GIRO,NSW,2422
GIRRAL,NSW,2669
GIRRALONG,NSW,2449
GIRRALONG,NSW,2449
GIRRAWEEN,NT,836
GIRRAWEEN,NSW,2145
GIRRAWEEN,QLD,4382
GIRRAWHEEN,WA,6064
GIRU,QLD,4809
GIRVAN,NSW,2425
GISBORNE,VIC,3437
GISBORNE SOUTH,VIC,3437
GISBORNE SOUTH,VIC,3437
GIVELDA,QLD,4670
GLADESVILLE,NSW,1675
GLADESVILLE,NSW,2111
GLADFIELD,VIC,3575
GLADFIELD,QLD,4370
GLADSTONE,NSW,2440
GLADSTONE,QLD,4680
GLADSTONE,SA,5473
GLADSTONE,TAS,7264
GLADSTONE BC,QLD,4680
GLADSTONE BC,QLD,4680
GLADSTONE CENTRAL,QLD,4680
GLADSTONE CENTRAL,QLD,4680
GLADSTONE DC,QLD,4680
GLADSTONE DC,QLD,4680
GLADSTONE HARBOUR,QLD,4680
GLADSTONE HARBOUR,QLD,4680
GLADSTONE PARK,VIC,3043
GLADSTONE PARK,VIC,3043
GLADYSDALE,VIC,3797
GLAMORGAN VALE,QLD,4306
GLAN DEVON,QLD,4615
GLANDORE,SA,5037
GLANMIRE,NSW,2795
GLANMIRE,QLD,4570
GLANVILLE,SA,5015
GLASS HOUSE MOUNTAINS,QLD,4518
GLASTONBURY,QLD,4570
GLAZIERS BAY,TAS,7109
GLEBE,NSW,2037
GLEBE,TAS,7000
GLEDHOW,WA,6330
GLEDSWOOD HILLS,NSW,2557
GLEN ALICE,NSW,2849
GLEN ALICE,NSW,2849
GLEN ALLEN,NSW,2631
GLEN ALLYN,QLD,4885
GLEN ALPINE,NSW,2560
GLEN ALPINE,NSW,2560
GLEN ALVIE,VIC,3979
GLEN ALVIE,VIC,3979
GLEN APLIN,QLD,4381
GLEN BOUGHTON,QLD,4871
GLEN CAIRN,QLD,4342
GLEN CREEK,VIC,3691
GLEN DAVIS,NSW,2846
GLEN DAVIS,NSW,2846
GLEN ECHO,QLD,4570
GLEN EDEN,QLD,4680
GLEN EDEN,QLD,4680
GLEN ELGIN,NSW,2370
GLEN ELGIN,NSW,2370
GLEN ESK,QLD,4312
GLEN ESK,QLD,4312
GLEN FERGUS,NSW,2630
GLEN FORBES,VIC,3990
GLEN FORBES,VIC,3990
GLEN FORREST,WA,6071
GLEN FORREST,WA,6071
GLEN HUNTLY,VIC,3163
GLEN HUNTLY,VIC,3163
GLEN HUON,TAS,7109
GLEN HUON,TAS,7109
GLEN INNES,NSW,2370
GLEN IRIS,VIC,3146
GLEN IRIS,WA,6230
GLEN ISLA,QLD,4800
GLEN ISLA,QLD,4800
GLEN MARTIN,NSW,2321
GLEN MARTIN,NSW,2321
GLEN MERVYN,WA,6239
GLEN NEVIS,NSW,2365
GLEN NIVEN,QLD,4377
GLEN NIVEN,QLD,4377
GLEN OAK,NSW,2320
GLEN OSMOND,SA,5064
GLEN PARK,VIC,3352
GLEN RUSSELL,QLD,4880
GLEN RUSSELL,QLD,4880
GLEN RUTH,QLD,4872
GLEN VALLEY,VIC,3898
GLEN WARD,NSW,2422
GLEN WARD,NSW,2422
GLEN WAVERLEY,VIC,3150
GLEN WAVERLEY,VIC,3150
GLEN WILLIAM,NSW,2321
GLEN WILLS,VIC,3898
GLENAIRE,VIC,3238
GLENALADALE,VIC,3864
GLENALBYN,VIC,3517
GLENALTA,SA,5052
GLENARBON,QLD,4385
GLENAROUA,VIC,3764
GLENAUBYN,QLD,4424
GLENAVEN,QLD,4355
GLENBAR,QLD,4620
GLENBAWN,NSW,2337
GLENBRAE,VIC,3352
GLENBROOK,NSW,2773
GLENBURN,VIC,3717
GLENBURNIE,SA,5291
GLENBURNIE,SA,5291
GLENCOE,NSW,2365
GLENCOE,QLD,4352
GLENCOE,SA,5291
GLENCOE,WA,6316
GLENDALE,NSW,2285
GLENDALE,QLD,4711
GLENDALOUGH,WA,6016
GLENDAMBO,SA,5719
GLENDARUEL,VIC,3363
GLENDEN,QLD,4743
GLENDENNING,NSW,2761
GLENDENNING,NSW,2761
GLENDEVIE,TAS,7109
GLENDON,NSW,2330
GLENDON BROOK,NSW,2330
GLENDON BROOK,NSW,2330
GLENDONALD,VIC,3364
GLENDONALD,VIC,3364
GLENEAGLE,QLD,4285
GLENELG,NSW,2810
GLENELG,SA,5045
