Postcode,Suburb
6006,NORTH PERTH
6906,NORTH PERTH
6701,NORTH PLANTATIONS
6338,NORTH STIRLINGS
6409,NORTH TAMMIN
6488,NORTH TRAYNING
6398,NORTH WALPOLE
6707,NORTH WEST CAPE
6473,NORTH WIALKI
6487,NORTH YELBENI
6208,NORTH YUNDERUP
6401,NORTHAM
6535,NORTHAMPTON
6003,NORTHBRIDGE
6865,NORTHBRIDGE
6262,NORTHCLIFFE
6532,NORTHERN GULLY
6905,NORTHLANDS PO
6032,NOWERGUP
6609,NUGADONG
6480,NUKARNI
6758,NULLAGINE
6330,NULLAKI
6450,NULSEN
6490,NUNGARIN
6630,NUNIERRA
6566,NUNILE
6341,NYABING
6532,OAKAJEE
6121,OAKFORD
6208,OAKLEY
6333,OCEAN BEACH
6027,OCEAN REEF
6535,OGILVIE
6569,OLD PLAINS
6121,OLDBURY
6336,ONGERUP
6710,ONSLOW
6740,OOMBULGURRI
6431,ORA BANDA
6330,ORANA
6109,ORANGE GROVE
6503,ORANGE SPRINGS
6394,ORCHID VALLEY
6770,ORD RIVER
6167,ORELIA
6017,OSBORNE PARK
6916,OSBORNE PARK
6917,OSBORNE PARK
6017,OSBORNE PARK DC
6916,OSBORNE PARK DC
6285,OSMINGTON
6025,PADBURY
6258,PALGARUP
6335,PALLINUP
6328,PALMDALE
6225,PALMER
6157,PALMYRA
6957,PALMYRA
6157,PALMYRA DC
6961,PALMYRA DC
6716,PANNAWONICA
6384,PANTAPIN
0872,PAPULANKUTJA
6754,PARABURDOO
6236,PARADISE
6721,PARDOO
6426,PARKER RANGE
6081,PARKERVILLE
6434,PARKESTON
6233,PARKFIELD
6180,PARKLANDS
6147,PARKWOOD
6167,PARMELIA
6333,PARRYVILLE
0872,PATJARR
6076,PAULLS VALLEY
6239,PAYNEDALE
6612,PAYNES FIND
6638,PAYNESVILLE
6333,PEACEFUL BAY
6642,PEAK HILL
6065,PEARSALL
6710,PEEDAMULLA
6260,PEERABEELUP
6714,PEGS CREEK
6230,PELICAN POINT
6260,PEMBERTON
6011,PEPPERMINT GROVE
6271,PEPPERMINT GROVE BEACH
6620,PERENJORI
6324,PERILLUP
6168,PERON
6000,PERTH
6001,PERTH
6800,PERTH
6837,PERTH
6838,PERTH
6839,PERTH
6840,PERTH
6841,PERTH
6842,PERTH
6843,PERTH
6844,PERTH
6845,PERTH
6846,PERTH
6847,PERTH
6848,PERTH
6105,PERTH AIRPORT
6849,PERTH BC
6000,PERTH GPO
6831,PERTH ST GEORGES TCE
6258,PERUP
6468,PETRUDOR
6112,PIARA WATERS
6572,PIAWANING
6430,PICCADILLY
6076,PICKERING BROOK
6229,PICTON
6229,PICTON EAST
6076,PIESSE BROOK
6315,PIESSEVILLE
6631,PINDAR
6357,PINGARING
6308,PINGELLY
6343,PINGRUP
6078,PINJAR
6208,PINJARRA
6450,PINK LAKE
6623,PINTHARUKA
6317,PINWERNYING
6722,PIPPINGARRA
6608,PITHARA
6431,PLUMRIDGE LAKES
6208,POINT GREY
6720,POINT SAMSON
6309,POPANYINNING
6324,PORONGURUP
6330,PORT ALBANY
6525,PORT DENISON
6721,PORT HEDLAND
6172,PORT KENNEDY
6167,POSTANS
6215,PRESTON BEACH
6225,PRESTON SETTLEMENT
6285,PREVELLY
6740,PRINCE REGENT RIVER
6308,PUMPHREYS BRIDGE
6770,PURNULULU
6383,QUAIRADING
6394,QUALEUP
6281,QUEDJINUP
6107,QUEENS PARK
6239,QUEENWOOD
6405,QUELAGETTING
6302,QUELLINGTON
6281,QUINDALUP
6391,QUINDANNING
6258,QUINNINUP
6030,QUINNS ROCKS
6390,RANFORD
6530,RANGEWAY
6346,RAVENSTHORPE
6208,RAVENSWOOD
6434,RAWLINNA
6503,RED GULLY
6056,RED HILL
6721,REDBANK
6104,REDCLIFFE
6286,REDGATE
6327,REDMOND
6327,REDMOND WEST
6640,REEDY
6507,REGANS FORD
6280,REINSCOURT
6472,REMLAP
6076,RESERVOIR
6030,RIDGEWOOD
6258,RINGBARK
6148,RIVERTON
6103,RIVERVALE
6330,ROBINSON
6168,ROCKINGHAM
6968,ROCKINGHAM
6168,ROCKINGHAM BEACH
6969,ROCKINGHAM BEACH
6168,ROCKINGHAM DC
6967,ROCKINGHAM DC
6751,ROCKLEA
6532,ROCKWELL
6397,ROCKY GULLY
6718,ROEBOURNE
6725,ROEBUCK
6226,ROELANDS
6111,ROLEYSTONE
6285,ROSA BROOK
6285,ROSA GLEN
6401,ROSSMORE
6148,ROSSMOYNE
6620,ROTHSAY
6161,ROTTNEST ISLAND
6280,RUABON
6532,RUDDS GULLY
6395,RYANSBROOK
6280,SABINA RIVER
6169,SAFETY BAY
6445,SALMON GUMS
6152,SALTER POINT
6163,SAMSON
6210,SAN REMO
6330,SANDPATCH
6532,SANDSPRINGS
6639,SANDSTONE
6535,SANDY GULLY
6074,SAWYERS VALLEY
6447,SCADDAN
6019,SCARBOROUGH
6922,SCARBOROUGH
6285,SCHROEDER
6333,SCOTSDALE
6288,SCOTT RIVER
6275,SCOTT RIVER EAST
6244,SCOTTS BROOK
6042,SEABIRD
6173,SECRET HARBOUR
6330,SEPPINGS
6125,SERPENTINE
6112,SEVILLE GROVE
6386,SHACKLETON
6333,SHADFORTH
6262,SHANNON
6537,SHARK BAY
6148,SHELLEY
6008,SHENTON PARK
6714,SHERLOCK
6169,SHOALWATER
6225,SHOTTS
6280,SIESTA PARK
6210,SILVER SANDS
6065,SINAGRA
6450,SINCLAIR
6175,SINGLETON
6437,SIR SAMUEL
6426,SKELETON ROCK
6258,SMITH BROOK
6207,SOLUS
6430,SOMERVILLE
6020,SORRENTO
6424,SOUTH BODALLIN
6432,SOUTH BOULDER
6230,SOUTH BUNBURY
6421,SOUTH BURRACOPPIN
6701,SOUTH CARNARVON
6317,SOUTH DATATINE
6411,SOUTH DOODLAKINE
6162,SOUTH FREMANTLE
6317,SOUTH GLENCOE
6528,SOUTH GREENOUGH
6055,SOUTH GUILDFORD
6722,SOUTH HEDLAND
6430,SOUTH KALGOORLIE
6352,SOUTH KUKERIN
6368,SOUTH KUMMININ
6489,SOUTH KUNUNOPPIN
6164,SOUTH LAKE
6353,SOUTH LAKE GRACE
6635,SOUTH MURCHISON
6355,SOUTH NEWDEGATE
6151,SOUTH PERTH
6951,SOUTH PERTH
6151,SOUTH PERTH ANGELO ST
6701,SOUTH PLANTATIONS
6383,SOUTH QUAIRADING
6324,SOUTH STIRLING
6409,SOUTH TAMMIN
6488,SOUTH TRAYNING
6487,SOUTH YELBENI
6426,SOUTH YILGARN
6532,SOUTH YUNA
6208,SOUTH YUNDERUP
6253,SOUTHAMPTON
6401,SOUTHERN BROOK
6426,SOUTHERN CROSS
6110,SOUTHERN RIVER
6530,SPALDING
6163,SPEARWOOD
6330,SPENCER PARK
6401,SPENCERS BROOK
6525,SPRINGFIELD
6308,SPRINGS
6728,ST GEORGE RANGES
6102,ST JAMES
6302,ST RONANS
6181,STAKE HILL
6021,STIRLING
6271,STIRLING ESTATE
6338,STIRLING RANGE NATIONAL PARK
6081,STONEVILLE
6714,STOVE HILL
6530,STRATHALBYN
6237,STRATHAM
6309,STRATHERNE
6056,STRATTON
6721,STRELLEY
6770,STURT CREEK
6008,SUBIACO
6008,SUBIACO EAST
6904,SUBIACO PO
6164,SUCCESS
6964,SUCCESS
6256,SUNNYSIDE
6530,SUNSET BEACH
6056,SWAN VIEW
6010,SWANBOURNE
6324,TAKALARUP
6710,TALANDJI
6302,TALBOT
6302,TALBOT WEST
6490,TALGOMINE
6701,TALISKER
6532,TAMALA
6030,TAMALA PARK
6320,TAMBELLUP
6409,TAMMIN
6472,TAMPU
6770,TANAMI
6415,TANDEGIN
6065,TAPPING
6530,TARCOOLA BEACH
6628,TARDUN
6353,TARIN ROCK
6213,TEESDALE
6762,TELFER
6632,TENINDEWA
6322,TENTERDEN
6556,THE LAKES
6237,THE PLAINS
6167,THE SPECTACLES
6069,THE VINES
6711,THEVENARD ISLAND
6239,THOMSON BROOK
6108,THORNLIE
6988,THORNLIE
6519,THREE SPRINGS
6401,THROSSELL
6532,TIBRADDEN
6361,TINCURRIN
6333,TINGLEDALE
0872,TJIRRKARLI
0872,TJUKURLA
6751,TOM PRICE
6244,TONEBRIDGE
6566,TOODYAY
6312,TOOLIBIN
6532,TOOLONGA
6336,TOOMPUP
6330,TORBAY
6330,TORNDIRRUP
6311,TOWNSENDALE
6431,TRAFALGAR
6488,TRAYNING
6164,TREEBY
6284,TREETON
6333,TRENT
6029,TRIGG
6244,TRIGWELL
6060,TUART HILL
6939,TUART HILL
6426,TURKEY HILL
6280,TUTUNUP
6037,TWO ROCKS
6462,UCARTY
6460,UCARTY WEST
6220,UDUC
6436,ULARRING
6239,UPPER CAPEL
6390,UPPER MURRAY
6069,UPPER SWAN
6258,UPPER WARREN
6537,USELESS LOOP
6230,USHER
6530,UTAKARRA
6532,VALENTINE
6330,VANCOUVER PENINSULA
6355,VARLEY
6280,VASSE
6100,VICTORIA PARK
6979,VICTORIA PARK
6429,VICTORIA ROCK
6432,VICTORY HEIGHTS
6230,VITTORIA
6056,VIVEASH
6369,WADDERIN
6509,WADDINGTON
6515,WADDY FOREST
6407,WAEEL
6215,WAGERUP
6530,WAGGRAKINE
6315,WAGIN
6169,WAIKIKI
6510,WALEBING
6422,WALGOOLAN
6528,WALKAWAY
6721,WALLAREENYA
6429,WALLAROO
6076,WALLISTON
6925,WALLISTON DC
6330,WALMSLEY
6398,WALPOLE
6280,WALSALL
6460,WALYORMOURING
6084,WALYUNGA NATIONAL PARK
6363,WALYURIN
6383,WAMENUSKING
0872,WANARN
6532,WANDANA
6308,WANDERING
6167,WANDI
6256,WANDILLUP
6530,WANDINA
6503,WANERIE
6065,WANGARA
6947,WANGARA
6505,WANNAMAL
6210,WANNANUP
6065,WANNEROO
6946,WANNEROO
6320,WANSBROUGH
0872,WARAKURNA
6220,WARAWARRUP
6431,WARBURTON
6311,WARDERING
6405,WARDING EAST
6743,WARMUN
6169,WARNBRO
6288,WARNER GLEN
6215,WAROONA
6423,WARRACHUPPIN
6518,WARRADARGE
6421,WARRALAKIN
6330,WARRENUP
6024,WARWICK
6725,WATERBANK
6407,WATERCARRIN
6152,WATERFORD
6228,WATERLOO
6020,WATERMANS BAY
6513,WATHEROO
6568,WATTENING
6107,WATTLE GROVE
6166,WATTLEUP
6479,WATTONING
6530,WEBBERTON
6044,WEDGE ISLAND
6315,WEDGECARRUP
6721,WEDGEFIELD
6477,WELBUNGIN
6640,WELD RANGE
6170,WELLARD
6233,WELLESLEY
6236,WELLINGTON FOREST
6236,WELLINGTON MILL
6328,WELLSTEAD
6106,WELSHPOOL
6780,WELSHPOOL
6986,WELSHPOOL DC
6014,WEMBLEY
6913,WEMBLEY
6019,WEMBLEY DOWNS
6606,WEST BALLIDU
6450,WEST BEACH
6532,WEST BINNU
6280,WEST BUSSELTON
6330,WEST CAPE HOWE
6630,WEST CASUARINAS
6214,WEST COOLUP
6530,WEST END
6337,WEST FITZGERALD
6369,WEST HOLLETON
6799,WEST ISLAND COCOS (KEELING) ISLANDS
6430,WEST KALGOORLIE
6430,WEST LAMINGTON
6007,WEST LEEDERVILLE
6901,WEST LEEDERVILLE
6705,WEST LYONS RIVER
6005,WEST PERTH
6872,WEST PERTH
6308,WEST PINGELLY
6208,WEST PINJARRA
6309,WEST POPANYINNING
6346,WEST RIVER
6055,WEST SWAN
6566,WEST TOODYAY
6304,WESTDALE
6061,WESTMINSTER
6423,WESTONIA
6316,WESTWOOD
6718,WHIM CREEK
6123,WHITBY
6162,WHITE GUM VALLEY
6532,WHITE PEAK
6068,WHITEMAN
6207,WHITTAKER
6473,WIALKI
6532,WICHERINA
6532,WICHERINA SOUTH
6370,WICKEPIN
6720,WICKHAM
6443,WIDGIEMOOLTHA
6743,WIJILAWARRIM
6302,WILBERFORCE
6041,WILBINGA
6243,WILGA
6243,WILGA WEST
6258,WILGARRUP
6479,WILGOYNE
6156,WILLAGEE
6156,WILLAGEE CENTRAL
6728,WILLARE
6155,WILLETTON
6955,WILLETTON
6333,WILLIAM BAY
6391,WILLIAMS
6430,WILLIAMSTOWN
6330,WILLYUNG
6107,WILSON
6646,WILUNA
6280,WILYABRUP
6450,WINDABOUT
6262,WINDY HARBOUR
0872,WINGELLINA
6255,WINNEJUP
6150,WINTHROP
6286,WITCHCLIFFE
6230,WITHERS
6751,WITTENOOM
6447,WITTENOOM HILLS
6370,WOGOLIN
6221,WOKALUP
6519,WOMARDEN
6401,WONGAMINE
6603,WONGAN HILLS
6630,WONGOONDY
6280,WONNERUP
6530,WONTHELLA
6316,WOODANILLING
6056,WOODBRIDGE
6018,WOODLANDS
6701,WOODLEIGH
6041,WOODRIDGE
6026,WOODVALE
6324,WOOGENELLUP
6630,WOOLGORONG
6369,WOOLOCUTTY
6701,WOORAMEL
6558,WOOROLOO
6530,WOORREE
6562,WOOTTATING
6225,WORSLEY
6612,WUBIN
6560,WUNDOWIE
6112,WUNGONG
6390,WURAMING
6485,WYALKATCHEM
6568,WYENING
6740,WYNDHAM
6407,WYOLA WEST
6609,XANTIPPE
6239,YABBERUP
6330,YAKAMIA
6701,YALARDY
6635,YALGOO
6535,YALLABATHARRA
6282,YALLINGUP
6282,YALLINGUP SIDING
6280,YALYALUP
6035,YANCHEP
6522,YANDANOOKA
6701,YANDOO CREEK
6164,YANGEBUP
6258,YANMAH
6710,YANNARIE
6509,YARAWINDAH
6525,YARDARINO
6218,YARLOOP
6522,YARRAGADEE
6507,YATHROO
6260,YEAGARUP
6503,YEAL
6372,YEALERING
6285,YEBBLE
6487,YELBENI
6426,YELLOWDINE
6280,YELVERTON
6571,YERECOIN
6532,YETNA
6430,YILKARI
6312,YILLIMINNING
6275,YOGANUP
6060,YOKINE
6060,YOKINE SOUTH
6280,YOONGARILLUP
6302,YORK
6311,YORNANING
6256,YORNUP
6383,YOTING
6407,YOUNDEGIN
6330,YOUNGS SIDING
6225,YOURDAMUNG LAKE
6532,YUNA
6434,ZANTHUS
6536,ZUYTDORP
